Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
Max Christie,21,2TM,SG,65,35,27.2,3.2,7.4,.430,1.5,4.1,.375,1.7,3.4,.495,.532,1.6,1.8,.842,0.5,2.6,3.1,1.9,0.8,0.4,1.0,1.6,9.5,
Max Christie,21,LAL,SG,46,25,25.1,2.8,6.3,.444,1.3,3.5,.368,1.5,2.7,.544,.549,1.6,1.9,.851,0.5,2.1,2.7,1.4,0.8,0.5,0.8,1.6,8.5,
Max Christie,21,DAL,SG,19,10,32.3,4.2,10.3,.408,2.1,5.3,.386,2.2,5.0,.432,.508,1.4,1.7,.818,0.4,3.9,4.3,3.2,0.9,0.4,1.5,1.6,11.9,
Nick Richards,27,2TM,C,48,35,21.9,3.6,6.0,.600,0.0,0.0,.000,3.6,6.0,.604,.600,2.3,3.1,.735,2.5,6.0,8.4,0.9,0.2,1.0,1.4,2.5,9.5,
Nick Richards,27,CHO,C,21,9,21.0,3.0,5.4,.561,0.0,0.0,.000,3.0,5.4,.566,.561,2.8,4.1,.678,2.4,5.1,7.5,1.3,0.3,1.2,1.6,2.3,8.9,
Nick Richards,27,PHO,C,27,26,22.6,4.1,6.5,.625,0.0,0.0,.000,4.1,6.5,.629,.625,1.8,2.2,.817,2.5,6.7,9.1,0.6,0.1,0.9,1.3,2.6,10.0,
Noah Clowney,20,BRK,PF,40,18,22.8,3.0,8.1,.376,2.0,5.7,.351,1.0,2.4,.436,.500,1.5,1.7,.841,1.0,2.9,3.9,0.8,0.5,0.5,1.0,2.2,9.5,
Isaiah Joe,25,OKC,SG,61,12,21.0,3.3,7.7,.426,2.4,6.1,.396,0.9,1.7,.535,.582,0.5,0.7,.786,0.5,2.1,2.6,1.5,0.6,0.1,0.5,1.6,9.5,
Luke Kennard,28,MEM,SG,54,10,22.6,3.4,7.0,.482,1.9,4.3,.446,1.5,2.8,.537,.617,0.9,1.0,.885,0.6,2.2,2.8,3.4,0.7,0.1,1.1,0.9,9.5,
Dalton Knecht,23,LAL,SF,64,14,20.6,3.5,7.5,.464,1.7,4.6,.364,1.8,2.9,.624,.576,0.9,1.1,.753,0.5,2.5,3.0,0.9,0.3,0.1,0.5,1.3,9.5,
Ausar Thompson,22,DET,SF,47,36,21.5,4.0,7.2,.550,0.2,0.8,.243,3.8,6.4,.587,.563,1.3,2.2,.600,1.9,3.1,4.9,2.2,1.7,0.6,1.4,2.8,9.5,
Marcus Smart,30,2TM,PG,28,6,20.6,3.1,7.9,.394,1.5,4.4,.341,1.6,3.5,.459,.489,1.7,2.1,.797,0.6,1.6,2.2,3.5,1.1,0.3,1.7,1.8,9.4,
Marcus Smart,30,MEM,PG,19,6,21.1,2.8,7.8,.358,1.5,4.7,.322,1.3,3.1,.414,.456,1.6,1.9,.833,0.7,1.5,2.3,3.7,1.2,0.3,1.8,1.6,8.7,
Marcus Smart,30,WAS,PG,9,0,19.8,3.8,8.1,.466,1.4,3.7,.394,2.3,4.4,.525,.555,1.9,2.6,.739,0.3,1.7,2.0,2.9,1.0,0.1,1.3,2.0,10.9,
Tosan Evbuomwan,23,BRK,SF,21,0,23.9,3.4,7.8,.433,0.8,2.6,.291,2.6,5.2,.505,.482,1.9,2.5,.755,1.2,2.9,4.0,1.6,0.8,0.3,1.5,1.9,9.4,
Miles McBride,24,NYK,PG,57,6,24.6,3.4,8.3,.411,1.8,4.7,.376,1.6,3.6,.456,.517,0.9,1.1,.817,0.8,1.8,2.5,2.8,1.0,0.3,0.7,1.6,9.4,
T.J. McConnell,32,IND,PG,64,0,18.1,4.2,8.1,.520,0.2,0.7,.302,4.0,7.4,.540,.533,0.8,1.0,.738,0.5,1.8,2.4,4.5,1.1,0.3,1.5,1.0,9.4,
Royce O'Neale,31,PHO,SF,63,19,25.3,3.3,7.7,.433,2.4,5.8,.417,0.9,1.9,.483,.591,0.3,0.4,.731,0.8,4.1,4.9,2.2,1.0,0.5,0.9,2.0,9.4,
Julian Strawther,22,DEN,SG,61,4,22.1,3.4,7.7,.434,1.5,4.3,.357,1.8,3.4,.531,.534,1.1,1.3,.829,0.3,1.9,2.2,1.3,0.6,0.2,0.9,2.4,9.4,
Nickeil Alexander-Walker,26,MIN,SG,70,10,25.2,3.3,7.5,.444,1.8,4.5,.393,1.6,3.0,.522,.562,0.9,1.2,.765,0.6,2.6,3.2,2.5,0.6,0.4,1.2,1.7,9.3,
Svi Mykhailiuk,27,UTA,SF,28,12,20.1,3.3,8.5,.389,2.0,5.8,.344,1.3,2.7,.487,.506,0.7,0.9,.792,0.5,1.9,2.4,1.9,0.6,0.2,1.5,1.3,9.3,
Bub Carrington,19,WAS,PG,67,43,29.2,3.4,8.5,.399,1.6,4.7,.336,1.8,3.8,.476,.492,0.8,1.0,.831,0.4,3.6,4.0,4.1,0.7,0.2,1.6,2.3,9.2,
Zach Edey,22,MEM,C,54,46,20.9,3.9,6.7,.575,0.3,0.8,.356,3.6,5.9,.606,.597,1.2,1.8,.705,3.6,4.2,7.8,0.9,0.5,1.3,1.3,2.6,9.2,
Draymond Green,34,GSW,PF,54,52,29.0,3.2,7.4,.436,1.1,3.4,.335,2.1,4.0,.521,.513,1.6,2.4,.680,1.1,5.0,6.1,5.8,1.4,1.1,2.5,3.1,9.2,
Jalen Wilson,24,BRK,PF,67,16,26.0,3.1,7.7,.398,1.4,4.4,.324,1.6,3.3,.495,.490,1.7,2.0,.830,1.0,2.3,3.3,1.8,0.5,0.0,1.1,2.1,9.2,
Dante Exum,29,DAL,PG,18,12,19.1,3.3,6.9,.480,1.2,2.6,.447,2.2,4.3,.500,.564,1.3,1.7,.742,0.2,1.4,1.7,2.8,0.7,0.2,1.1,1.7,9.1,
Dereck Lively II,20,DAL,C,32,25,24.0,3.9,5.5,.701,0.0,0.0,,3.9,5.5,.701,.701,1.4,2.2,.638,3.1,4.8,7.8,2.6,0.5,1.7,1.2,2.9,9.1,
Scotty Pippen Jr.,24,MEM,PG,67,17,20.4,3.4,7.1,.470,1.0,2.7,.369,2.4,4.5,.530,.539,1.4,2.0,.708,0.8,2.4,3.2,4.3,1.3,0.4,1.7,2.4,9.1,
Nick Smith Jr.,20,CHO,SG,48,24,22.0,3.5,9.0,.394,1.6,4.9,.322,2.0,4.1,.477,.480,0.5,0.5,.923,0.2,1.8,2.0,2.1,0.3,0.1,1.3,1.3,9.1,
Anthony Black,21,ORL,PG,65,9,23.7,3.1,7.5,.415,0.7,2.3,.316,2.4,5.2,.460,.464,2.0,2.7,.746,0.6,2.1,2.7,3.0,1.0,0.5,1.7,2.1,9.0,
Killian Hayes,23,BRK,PG,6,5,27.0,3.0,7.2,.419,1.3,3.5,.381,1.7,3.7,.455,.512,1.7,2.0,.833,0.8,2.2,3.0,5.2,0.7,0.7,1.5,2.2,9.0,
Max Strus,28,CLE,SF,38,25,25.0,3.1,7.4,.418,2.2,5.9,.376,0.9,1.5,.589,.569,0.6,0.7,.880,0.9,3.4,4.4,3.2,0.6,0.3,0.9,2.0,9.0,
Trendon Watford,24,BRK,PF,30,0,18.5,3.2,7.2,.444,0.6,2.0,.305,2.6,5.2,.497,.486,2.0,2.4,.808,0.8,2.6,3.3,2.3,0.7,0.3,1.7,2.2,9.0,
Cam Whitmore,20,HOU,SF,44,1,16.2,3.3,8.0,.420,1.2,3.7,.329,2.1,4.3,.497,.496,1.1,1.5,.738,0.7,2.3,3.0,0.9,0.6,0.3,0.8,0.9,9.0,
Clint Capela,30,ATL,C,55,41,21.4,4.0,7.1,.559,0.0,0.0,.000,4.0,7.1,.560,.559,0.9,1.8,.536,3.2,5.4,8.5,1.1,0.6,1.0,0.9,1.9,8.9,
Wendell Carter Jr.,25,ORL,C,56,39,25.9,3.2,7.1,.455,0.5,2.2,.216,2.8,4.9,.564,.489,2.0,2.7,.737,2.2,5.3,7.4,2.1,0.7,0.5,1.1,2.9,8.9,
Patrick Williams,23,CHI,PF,49,35,25.7,3.2,8.4,.378,1.5,4.4,.346,1.7,4.1,.412,.467,1.1,1.4,.732,0.8,3.2,4.0,2.0,0.8,0.6,1.3,1.4,8.9,
Kevin Huerter,26,2TM,SG,57,19,22.6,3.3,8.2,.402,1.7,5.4,.319,1.5,2.7,.568,.509,0.5,0.8,.721,0.5,2.5,3.0,1.9,0.9,0.3,0.9,1.7,8.8,
Kevin Huerter,26,SAC,SG,43,15,20.9,3.0,7.2,.413,1.4,4.8,.302,1.5,2.4,.629,.513,0.5,0.7,.714,0.4,2.3,2.8,1.7,0.8,0.4,0.9,1.6,7.9,
Kevin Huerter,26,CHI,SG,14,4,27.8,4.2,11.1,.381,2.6,7.5,.352,1.6,3.6,.440,.500,0.8,1.1,.733,0.6,3.0,3.6,2.3,1.3,0.2,1.2,2.0,11.9,
Yves Missi,20,NOP,C,64,58,26.9,3.6,6.6,.544,0.0,0.0,.000,3.6,6.6,.545,.544,1.7,2.6,.637,3.5,4.5,8.0,1.3,0.5,1.4,1.2,2.0,8.8,
Kentavious Caldwell-Pope,31,ORL,SG,65,65,30.2,3.1,7.3,.428,1.4,4.3,.319,1.8,3.0,.585,.522,1.1,1.3,.869,0.4,1.7,2.1,1.8,1.3,0.5,0.8,2.0,8.7,
Kyshawn George,21,WAS,SG,61,31,27.2,3.0,8.0,.369,1.7,5.3,.324,1.2,2.7,.455,.476,1.0,1.3,.768,0.7,3.5,4.2,2.4,1.0,0.8,1.5,3.0,8.7,
Jaime Jaquez Jr.,23,MIA,SF,56,14,21.8,3.2,7.1,.445,0.6,1.9,.298,2.6,5.3,.497,.484,1.8,2.4,.759,1.2,3.3,4.6,2.6,1.0,0.2,1.5,1.4,8.7,
Chris Paul,39,SAS,PG,67,67,28.1,2.9,7.0,.418,1.7,4.6,.376,1.2,2.4,.497,.541,1.2,1.2,.940,0.4,3.2,3.6,7.8,1.3,0.2,1.5,1.7,8.7,
Justin Edwards,21,PHI,SF,34,16,24.6,3.3,7.4,.450,1.4,4.1,.348,1.9,3.3,.575,.546,0.6,0.8,.704,1.0,2.1,3.1,1.4,0.9,0.3,0.9,2.3,8.6,
Tyrese Martin,25,BRK,SG,50,7,21.4,3.1,7.7,.407,1.6,4.6,.353,1.5,3.0,.490,.514,0.7,0.9,.761,1.0,2.6,3.6,1.8,0.5,0.2,1.2,1.2,8.6,
Kel'el Ware,20,MIA,C,50,22,20.6,3.7,6.7,.546,0.6,1.8,.319,3.1,4.9,.631,.590,0.7,1.1,.698,1.6,4.9,6.5,0.9,0.6,1.0,0.9,1.6,8.6,
Brandon Clarke,28,MEM,PF,63,18,19.1,3.7,6.0,.623,0.0,0.3,.059,3.7,5.7,.649,.624,1.0,1.4,.701,2.0,3.1,5.2,1.0,0.8,0.6,0.7,2.3,8.5,
Kyle Filipowski,21,UTA,C,59,15,19.6,3.2,6.2,.514,1.0,2.5,.383,2.2,3.6,.605,.592,1.2,1.9,.640,1.4,4.1,5.4,2.0,0.6,0.2,1.3,2.2,8.5,
Al Horford,38,BOS,C,52,36,27.4,3.1,7.3,.419,1.8,5.0,.363,1.3,2.3,.542,.543,0.5,0.6,.900,1.2,4.7,5.9,2.0,0.6,0.9,0.8,1.4,8.5,
Larry Nance Jr.,32,ATL,PF,24,3,19.3,3.3,6.5,.516,1.4,3.2,.447,1.9,3.3,.582,.626,0.4,0.5,.692,1.0,3.3,4.3,1.6,0.8,0.5,0.7,1.5,8.5,
Dorian Finney-Smith,31,2TM,PF,50,34,28.4,3.0,6.9,.437,1.9,4.8,.391,1.1,2.1,.543,.573,0.5,0.8,.641,1.4,2.6,4.0,1.3,0.9,0.3,0.9,2.2,8.4,
Dorian Finney-Smith,31,BRK,PF,20,20,29.0,3.7,8.0,.459,2.4,5.4,.435,1.3,2.6,.510,.607,0.8,1.2,.625,1.6,3.0,4.6,1.6,0.9,0.6,0.9,2.7,10.4,
Dorian Finney-Smith,31,LAL,PF,30,14,28.0,2.6,6.1,.418,1.5,4.3,.354,1.0,1.8,.574,.543,0.3,0.5,.667,1.3,2.3,3.6,1.2,0.9,0.1,0.9,1.9,7.0,
Caleb Martin,29,2TM,SF,36,24,28.9,3.1,7.1,.431,0.9,2.6,.366,2.1,4.5,.469,.498,1.4,2.2,.625,1.3,2.9,4.1,2.2,1.0,0.6,1.3,1.9,8.4,
Caleb Martin,29,PHI,SF,31,24,30.4,3.3,7.5,.435,1.1,2.8,.379,2.2,4.7,.469,.506,1.5,2.4,.622,1.4,3.0,4.4,2.2,1.1,0.6,1.4,2.0,9.1,
Caleb Martin,29,DAL,SF,5,0,19.2,1.8,4.6,.391,0.2,1.2,.167,1.6,3.4,.471,.413,0.8,1.2,.667,0.4,2.0,2.4,2.2,0.6,0.4,0.8,1.2,4.6,
Jaylen Nowell,25,NOP,SG,8,0,21.0,3.3,9.1,.356,1.0,3.4,.296,2.3,5.8,.391,.411,0.9,1.4,.636,0.8,1.8,2.5,2.3,0.1,0.5,1.0,1.1,8.4,
Mike Conley,37,MIN,PG,59,53,24.9,2.6,6.6,.395,1.8,4.5,.413,0.8,2.2,.359,.534,1.2,1.3,.911,0.5,2.1,2.6,4.5,1.2,0.2,1.1,1.6,8.3,
Kelly Olynyk,33,2TM,C,35,13,19.0,2.9,5.9,.493,0.8,1.9,.409,2.1,4.0,.532,.559,1.6,2.1,.781,1.3,3.4,4.7,2.8,0.7,0.4,1.5,2.7,8.2,
Kelly Olynyk,33,TOR,C,24,2,16.0,2.5,4.9,.500,0.8,1.8,.442,1.7,3.1,.533,.581,1.4,1.8,.791,1.0,2.7,3.7,2.3,0.7,0.3,1.5,2.5,7.1,
Kelly Olynyk,33,NOP,C,11,11,25.6,3.8,7.9,.483,0.7,2.1,.348,3.1,5.8,.531,.529,2.1,2.7,.767,1.8,4.9,6.7,3.7,0.6,0.5,1.7,3.1,10.5,
Keon Ellis,25,SAC,SG,65,14,23.0,2.8,5.8,.484,1.7,4.0,.430,1.1,1.8,.600,.631,0.9,1.1,.855,0.7,1.7,2.5,1.4,1.4,0.8,0.8,2.0,8.2,
Jalen Smith,24,CHI,C,57,1,15.2,2.9,6.4,.463,1.2,3.6,.332,1.8,2.8,.633,.556,1.1,1.4,.823,1.4,4.2,5.6,1.0,0.3,0.7,0.6,1.6,8.2,
Lonnie Walker IV,26,PHI,SG,10,1,19.2,2.8,8.0,.350,1.6,4.9,.327,1.2,3.1,.387,.450,1.0,1.2,.833,0.4,2.9,3.3,1.9,0.4,0.3,1.1,0.7,8.2,
Cason Wallace,21,OKC,SG,59,39,27.5,3.3,7.1,.467,1.1,3.1,.348,2.2,4.0,.559,.543,0.4,0.5,.833,1.0,2.4,3.5,2.5,1.7,0.5,0.8,2.3,8.2,
Jusuf NurkiÄ,30,2TM,C,37,27,21.3,2.9,6.3,.464,0.6,2.2,.263,2.4,4.1,.569,.509,1.7,2.5,.688,1.8,6.6,8.4,2.1,0.9,0.6,2.0,2.8,8.1,
Jusuf NurkiÄ,30,PHO,C,25,23,23.7,3.0,6.5,.454,0.8,2.4,.322,2.2,4.2,.529,.512,1.9,2.8,.696,1.8,7.3,9.2,1.9,0.9,0.6,2.3,3.1,8.6,
Jusuf NurkiÄ,30,CHO,C,12,4,16.4,2.8,5.8,.486,0.2,1.8,.095,2.7,4.1,.653,.500,1.3,2.0,.667,1.7,5.3,6.9,2.6,0.9,0.7,1.5,2.1,7.2,
Johnny Juzang,23,UTA,SG,51,12,18.5,2.8,6.7,.421,1.7,4.6,.365,1.2,2.1,.541,.545,0.7,0.9,.826,0.6,2.2,2.8,0.9,0.5,0.1,0.5,2.0,8.1,
Quinten Post,24,GSW,PF,30,12,16.1,3.0,6.5,.459,1.6,4.0,.412,1.4,2.6,.532,.584,0.5,0.6,.789,1.0,2.9,3.9,1.4,0.4,0.5,0.8,2.0,8.1,
Taurean Prince,30,MIL,SF,66,59,26.7,2.9,6.4,.452,1.9,4.2,.444,1.0,2.2,.466,.596,0.5,0.5,.833,0.5,3.2,3.7,2.0,0.9,0.2,1.0,2.0,8.1,
Jalen Hood-Schifino,21,2TM,SG,5,0,17.6,2.8,5.8,.483,1.4,3.4,.412,1.4,2.4,.583,.603,1.0,1.2,.833,0.4,1.6,2.0,1.2,0.4,0.4,0.4,2.0,8.0,
Jalen Hood-Schifino,21,LAL,SG,2,0,7.0,0.5,0.5,1.000,0.0,0.0,,0.5,0.5,1.000,1.000,1.0,1.0,1.000,0.5,0.0,0.5,0.5,0.0,0.5,0.5,1.5,2.0,
Jalen Hood-Schifino,21,PHI,SG,3,0,24.7,4.3,9.3,.464,2.3,5.7,.412,2.0,3.7,.545,.589,1.0,1.3,.750,0.3,2.7,3.0,1.7,0.7,0.3,0.3,2.3,12.0,
Damion Baugh,24,CHO,SG,10,1,25.4,3.1,8.9,.348,0.9,4.1,.220,2.2,4.8,.458,.399,0.9,1.1,.818,0.7,1.8,2.5,3.8,1.3,0.1,1.8,1.6,8.0,
Jaden Hardy,22,DAL,SG,46,3,15.2,2.9,6.8,.428,1.3,3.3,.384,1.7,3.5,.469,.521,0.9,1.3,.672,0.2,1.4,1.5,1.4,0.5,0.1,1.4,1.5,8.0,
Day'Ron Sharpe,23,BRK,C,46,2,17.9,3.3,6.3,.521,0.2,0.8,.256,3.1,5.5,.561,.538,1.2,1.6,.757,3.0,3.6,6.6,1.8,0.8,0.8,1.3,2.4,8.0,
Justin Champagnie,23,WAS,SF,48,18,19.3,2.9,6.0,.491,1.1,2.9,.377,1.9,3.1,.597,.582,0.8,1.1,.736,1.6,3.4,5.0,1.0,1.0,0.6,0.8,1.8,7.8,
Isaiah Collier,20,UTA,PG,61,36,25.1,3.0,7.3,.412,0.5,2.2,.235,2.5,5.2,.486,.446,1.3,1.9,.670,0.4,2.8,3.3,6.2,0.8,0.2,3.0,2.1,7.8,
GG Jackson II,20,MEM,PF,25,2,16.2,2.8,7.0,.392,1.2,3.6,.337,1.6,3.5,.448,.477,1.1,1.5,.737,1.0,2.3,3.2,1.0,0.4,0.2,1.1,1.1,7.8,
Ja'Kobe Walter,20,TOR,SG,44,11,20.0,2.8,7.0,.405,1.0,3.2,.312,1.8,3.8,.482,.476,1.1,1.5,.746,1.0,1.9,2.9,1.3,0.7,0.2,0.9,1.8,7.8,
Peyton Watson,22,DEN,SF,56,13,23.6,2.8,6.0,.470,0.7,2.0,.364,2.1,4.0,.522,.530,1.4,2.0,.708,0.7,2.6,3.3,1.4,0.8,1.3,0.9,1.8,7.8,
Jared Butler,24,2TM,SG,46,6,14.3,2.9,6.2,.462,0.7,2.0,.330,2.2,4.2,.526,.516,1.3,1.6,.819,0.4,1.3,1.7,3.2,0.5,0.2,1.1,1.4,7.7,
Jared Butler,24,WAS,PG,32,0,11.3,2.7,5.5,.483,0.5,1.3,.366,2.2,4.2,.519,.526,1.1,1.4,.778,0.4,0.8,1.3,2.6,0.4,0.2,0.9,1.3,6.9,
Jared Butler,24,PHI,SG,14,6,21.2,3.4,7.9,.427,1.1,3.8,.302,2.2,4.1,.544,.500,1.7,1.9,.889,0.3,2.3,2.6,4.6,0.6,0.4,1.6,1.9,9.6,
Dalano Banton,25,POR,PG,54,0,15.0,2.7,6.6,.413,1.0,2.9,.359,1.7,3.7,.455,.492,1.2,1.7,.710,0.4,1.5,1.9,2.1,0.7,0.4,1.2,0.8,7.7,
Sam Hauser,27,BOS,PF,58,14,20.7,2.7,6.2,.442,2.1,5.3,.403,0.6,0.9,.673,.614,0.1,0.1,1.000,0.7,2.4,3.1,0.9,0.6,0.2,0.3,1.2,7.7,
Richaun Holmes,31,WAS,PF,27,7,18.0,3.0,4.6,.659,0.0,0.1,.000,3.0,4.4,.675,.659,1.7,2.0,.833,2.0,3.9,5.9,1.4,0.3,0.8,0.8,1.6,7.7,
Cody Martin,29,2TM,SF,41,8,24.3,2.9,6.8,.426,1.0,3.1,.313,1.9,3.6,.523,.498,0.9,1.2,.700,1.1,3.5,4.6,2.3,1.1,0.7,1.0,1.9,7.6,
Cody Martin,29,CHO,SF,39,8,24.8,3.0,6.9,.433,1.0,3.2,.323,1.9,3.7,.528,.507,0.9,1.3,.694,1.0,3.5,4.5,2.3,1.1,0.7,1.1,1.8,7.8,
Cody Martin,29,PHO,SF,2,0,14.0,1.0,4.5,.222,0.0,2.0,.000,1.0,2.5,.400,.222,0.5,0.5,1.000,2.0,3.5,5.5,3.0,1.5,0.5,0.5,2.5,2.5,
Lonzo Ball,27,CHI,PG,35,14,22.2,2.5,6.9,.366,1.9,5.6,.344,0.6,1.4,.458,.504,0.6,0.8,.815,0.7,2.7,3.4,3.3,1.3,0.5,1.2,1.6,7.6,
Garrison Mathews,28,ATL,SG,44,2,17.6,2.2,5.5,.397,1.8,4.7,.390,0.4,0.8,.432,.562,1.4,1.8,.818,0.3,1.5,1.8,1.3,0.6,0.3,0.7,1.8,7.6,
Goga Bitadze,25,ORL,C,58,41,21.3,3.1,5.0,.624,0.1,0.4,.130,3.1,4.6,.667,.629,1.2,1.9,.637,2.4,4.5,6.9,2.0,0.7,1.5,1.1,2.2,7.5,
A.J. Green,25,MIL,SG,60,6,22.6,2.5,5.9,.427,2.1,5.1,.420,0.4,0.9,.471,.607,0.3,0.4,.864,0.2,2.0,2.2,1.4,0.6,0.1,0.5,2.2,7.5,
Bruce Brown,28,2TM,PG,32,4,20.9,2.8,6.9,.405,0.5,1.8,.263,2.3,5.2,.455,.439,1.3,1.5,.854,1.0,2.7,3.7,1.9,0.9,0.1,1.0,1.6,7.4,
Bruce Brown,28,TOR,PG,18,0,19.6,3.2,7.3,.435,0.6,2.0,.306,2.6,5.3,.484,.477,1.4,1.6,.897,0.9,2.8,3.8,1.6,0.9,0.2,1.1,1.4,8.4,
Bruce Brown,28,NOP,PG,14,4,22.6,2.4,6.5,.363,0.3,1.5,.190,2.1,5.0,.414,.385,1.1,1.4,.789,1.0,2.5,3.5,2.3,0.8,0.1,0.9,1.8,6.1,
Matas Buzelis,20,CHI,SF,66,17,17.1,2.8,6.3,.435,1.0,3.0,.327,1.8,3.3,.534,.513,0.9,1.1,.845,0.7,2.5,3.2,0.8,0.3,0.9,0.8,1.6,7.4,
Tristan Da Silva,23,ORL,SF,65,36,22.8,2.8,6.6,.417,1.1,3.4,.335,1.6,3.2,.502,.502,0.8,0.9,.864,1.0,2.4,3.4,1.5,0.4,0.2,0.8,1.3,7.4,
Josh Green,24,CHO,SG,61,60,28.6,2.6,6.2,.425,1.4,3.7,.388,1.2,2.5,.477,.540,0.7,1.0,.672,0.9,1.8,2.7,1.6,1.2,0.2,0.9,2.5,7.4,
Andre Drummond,31,PHI,C,40,23,18.8,2.9,5.9,.500,0.1,0.5,.150,2.9,5.4,.533,.506,1.4,2.3,.622,2.7,5.0,7.8,0.9,1.0,0.5,1.4,2.4,7.3,
Bol Bol,25,PHO,PF,32,10,13.3,2.8,5.5,.514,0.9,2.8,.330,1.9,2.7,.701,.597,0.6,0.8,.769,0.6,2.6,3.2,0.6,0.3,0.8,0.6,0.6,7.2,
Sam Merrill,28,CLE,SG,58,2,19.4,2.4,5.9,.406,1.9,5.2,.371,0.5,0.8,.630,.567,0.5,0.5,.966,0.5,1.6,2.0,1.4,0.7,0.2,0.4,1.8,7.2,
Brandon Williams,25,DAL,PG,26,2,13.5,2.6,5.0,.515,0.7,1.9,.380,1.8,3.1,.600,.588,1.3,1.6,.854,0.2,1.3,1.5,2.0,0.6,0.1,0.9,0.8,7.2,
Jared Rhoden,25,2TM,SG,10,2,15.9,2.4,6.0,.400,0.8,2.8,.286,1.6,3.2,.500,.467,1.5,1.8,.833,1.1,1.9,3.0,0.8,0.7,0.2,0.7,1.3,7.1,
Jared Rhoden,25,CHO,SG,4,0,3.0,0.5,2.0,.250,0.0,0.5,.000,0.5,1.5,.333,.250,0.0,0.0,,0.5,0.5,1.0,0.5,0.3,0.0,0.3,0.3,1.0,
Jared Rhoden,25,TOR,SG,6,2,24.5,3.7,8.7,.423,1.3,4.3,.308,2.3,4.3,.538,.500,2.5,3.0,.833,1.5,2.8,4.3,1.0,1.0,0.3,1.0,2.0,11.2,
Terance Mann,28,2TM,SG,53,12,20.8,2.8,5.8,.479,0.8,2.3,.363,1.9,3.5,.557,.552,0.7,1.1,.661,1.0,1.9,2.9,1.9,0.6,0.3,0.7,1.9,7.1,
Terance Mann,28,LAC,SG,37,12,19.8,2.4,5.3,.446,0.7,2.0,.347,1.6,3.2,.508,.513,0.6,0.9,.719,0.9,2.0,2.9,1.6,0.8,0.3,0.7,1.8,6.0,
Terance Mann,28,ATL,SG,16,0,23.1,3.8,7.1,.535,1.2,3.1,.388,2.6,4.1,.646,.618,0.9,1.5,.583,1.3,1.7,2.9,2.5,0.4,0.2,0.8,2.1,9.7,
Vasilije MiciÄ,31,2TM,PG,38,16,20.3,2.5,7.2,.348,1.2,3.3,.360,1.3,3.9,.338,.430,0.9,1.1,.829,0.5,1.8,2.3,3.3,0.4,0.0,1.9,1.2,7.1,
Vasilije MiciÄ,31,CHO,PG,36,16,21.2,2.6,7.6,.348,1.3,3.5,.360,1.4,4.1,.338,.430,0.9,1.1,.829,0.6,1.9,2.4,3.5,0.4,0.0,2.1,1.2,7.5,
Vasilije MiciÄ,31,PHO,PG,2,0,3.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
Jordan Goodwin,26,LAL,PG,14,3,21.1,2.9,5.6,.513,1.2,2.7,.447,1.6,2.9,.575,.622,0.1,0.2,.667,1.6,2.6,4.1,1.2,1.1,0.5,0.7,1.9,7.1,
