Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
Trayce Jackson-Davis,24,GSW,C,53,37,17.3,3.0,5.3,.573,0.0,0.0,.000,3.0,5.3,.575,.573,1.0,1.7,.591,2.1,3.4,5.5,1.9,0.4,0.7,0.8,1.3,7.1,
KJ Simpson,22,CHO,PG,23,4,20.4,2.6,7.7,.335,0.7,3.2,.216,1.9,4.4,.422,.381,1.3,1.6,.811,1.2,1.7,2.9,2.6,0.8,0.2,1.4,1.5,7.1,
Davion Mitchell,26,2TM,PG,61,36,26.3,2.7,5.9,.450,1.1,2.7,.389,1.6,3.2,.503,.540,0.7,1.0,.672,0.4,1.7,2.1,4.6,0.8,0.2,1.8,2.5,7.0,
Davion Mitchell,26,TOR,PG,44,22,24.5,2.4,5.5,.434,1.0,2.7,.359,1.5,2.9,.504,.520,0.6,0.8,.676,0.4,1.6,1.9,4.6,0.7,0.2,1.8,2.6,6.3,
Davion Mitchell,26,MIA,PG,17,14,30.7,3.3,6.8,.483,1.4,2.9,.460,1.9,3.9,.500,.582,0.9,1.4,.667,0.6,1.9,2.6,4.5,1.2,0.3,1.7,2.0,8.9,
Bones Hyland,24,2TM,PG,21,0,10.9,2.2,5.6,.393,1.5,3.9,.383,0.7,1.7,.417,.526,1.1,1.2,.885,0.2,0.9,1.1,1.4,0.9,0.2,1.1,1.3,7.0,
Bones Hyland,24,LAC,PG,20,0,11.1,2.3,5.8,.391,1.6,4.0,.388,0.7,1.8,.400,.526,1.2,1.3,.885,0.3,1.0,1.2,1.4,0.9,0.2,1.2,1.3,7.2,
Bones Hyland,24,MIN,PG,1,0,7.0,1.0,2.0,.500,0.0,1.0,.000,1.0,1.0,1.000,.500,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,
Isaiah Jackson,23,IND,C,5,1,16.8,2.8,4.6,.609,0.0,0.0,,2.8,4.6,.609,.609,1.4,2.8,.500,2.2,3.4,5.6,1.0,0.6,1.6,1.0,2.8,7.0,
Vit Krejci,24,ATL,PG,43,15,20.6,2.5,5.5,.455,1.5,3.8,.399,1.0,1.7,.583,.594,0.5,0.8,.667,0.3,2.3,2.6,2.6,0.7,0.5,0.9,1.9,7.0,
Tre Jones,25,2TM,PG,44,7,19.1,2.7,5.0,.529,0.4,1.0,.391,2.3,4.0,.566,.570,1.2,1.4,.810,0.7,1.8,2.4,4.0,0.8,0.2,0.7,1.1,6.9,
Tre Jones,25,SAS,PG,28,0,16.1,1.6,3.3,.484,0.3,0.9,.308,1.3,2.4,.552,.527,0.9,1.2,.758,0.5,1.5,2.1,3.7,0.6,0.2,0.8,1.2,4.4,
Tre Jones,25,CHI,PG,16,7,24.4,4.5,8.0,.563,0.6,1.3,.500,3.9,6.8,.574,.602,1.6,1.9,.867,0.9,2.1,3.0,4.5,1.1,0.3,0.6,1.0,11.3,
Josh Okogie,26,2TM,SG,32,2,15.6,2.5,5.2,.473,0.8,2.0,.385,1.7,3.2,.529,.548,1.2,1.6,.725,1.3,1.7,3.0,0.8,1.3,0.5,0.8,1.2,6.9,
Josh Okogie,26,PHO,SG,25,1,14.0,2.2,4.6,.491,0.6,1.7,.381,1.6,2.9,.556,.561,0.9,1.3,.688,1.3,1.6,2.9,0.6,0.8,0.4,0.6,1.1,6.0,
Josh Okogie,26,CHO,SG,7,1,21.3,3.3,7.6,.434,1.3,3.3,.391,2.0,4.3,.467,.519,2.1,2.7,.789,1.3,2.1,3.4,1.4,2.7,0.7,1.3,1.6,10.0,
Jay Huff,26,MEM,C,54,2,11.8,2.4,4.7,.512,1.3,3.2,.413,1.1,1.6,.714,.650,0.7,0.9,.771,0.4,1.6,2.1,0.6,0.2,0.9,0.5,1.2,6.9,
Thomas Bryant,27,2TM,C,51,6,15.2,2.6,5.1,.513,0.8,2.3,.336,1.9,2.8,.655,.588,0.8,0.9,.830,1.4,2.7,4.1,1.0,0.4,0.6,0.5,1.2,6.8,
Thomas Bryant,27,MIA,C,10,0,11.5,1.2,2.8,.429,0.6,1.7,.353,0.6,1.1,.545,.536,1.1,1.1,1.000,0.6,2.6,3.2,0.4,0.1,0.9,0.2,0.9,4.1,
Thomas Bryant,27,IND,C,41,6,16.1,3.0,5.7,.524,0.8,2.4,.333,2.2,3.3,.664,.594,0.7,0.9,.778,1.6,2.8,4.3,1.1,0.5,0.5,0.6,1.2,7.4,
Jake LaRavia,23,2TM,PF,62,0,20.3,2.4,5.1,.471,0.9,2.1,.420,1.5,3.0,.508,.559,1.2,1.7,.676,1.4,2.6,4.0,2.5,0.9,0.4,1.3,2.0,6.8,
Jake LaRavia,23,MEM,PF,47,0,20.9,2.5,5.1,.490,0.9,1.9,.444,1.7,3.2,.517,.573,1.4,2.0,.698,1.4,2.9,4.4,2.8,0.9,0.4,1.5,2.0,7.3,
Jake LaRavia,23,SAC,PF,15,0,18.6,2.0,4.9,.411,1.0,2.7,.366,1.0,2.1,.469,.514,0.4,0.8,.500,1.3,1.5,2.8,1.3,0.9,0.1,0.9,2.1,5.4,
Eric Gordon,36,PHI,SG,39,13,19.7,2.2,5.2,.426,1.4,3.5,.409,0.8,1.7,.463,.564,0.9,1.2,.750,0.2,1.0,1.2,1.7,0.7,0.3,0.7,0.8,6.8,
Jaxson Hayes,24,LAL,C,42,21,19.6,2.8,3.9,.716,0.0,0.0,.000,2.8,3.8,.725,.716,1.3,1.8,.707,1.4,3.3,4.7,1.1,0.6,1.0,0.8,2.3,6.8,
Cameron Payne,30,NYK,PG,61,1,14.3,2.4,6.0,.408,1.3,3.5,.363,1.2,2.5,.470,.514,0.7,0.8,.891,0.2,1.2,1.4,2.7,0.5,0.2,0.7,1.5,6.8,
Vince Williams Jr.,24,MEM,SG,17,2,18.4,2.5,6.4,.394,0.9,3.5,.254,1.6,2.9,.560,.463,0.9,1.2,.750,0.9,2.7,3.6,1.9,0.6,0.2,1.4,1.9,6.8,
Ricky Council IV,23,PHI,SF,59,7,15.5,2.3,5.6,.402,0.8,2.6,.292,1.5,3.0,.497,.470,1.4,1.7,.837,0.6,1.7,2.4,1.2,0.5,0.2,0.6,0.9,6.7,
Tristan Vukcevic,21,WAS,C,22,0,10.7,2.4,5.0,.473,0.8,2.5,.327,1.5,2.5,.618,.555,1.0,1.3,.793,0.7,2.4,3.1,0.9,0.3,0.5,0.9,1.4,6.6,
Precious Achiuwa,25,NYK,C,44,8,21.1,2.8,5.3,.519,0.2,0.7,.300,2.6,4.7,.551,.538,0.7,1.2,.627,2.0,3.8,5.7,1.0,0.8,0.7,0.7,1.5,6.5,
Alex Caruso,30,OKC,SG,44,1,19.2,2.5,5.6,.437,1.1,3.1,.348,1.4,2.5,.550,.534,0.5,0.7,.800,0.7,2.0,2.6,2.5,1.7,0.5,0.7,1.8,6.5,
KJ Martin,24,2TM,PF,37,15,21.2,2.6,4.5,.578,0.4,1.2,.318,2.2,3.3,.672,.620,0.9,1.2,.767,0.8,2.3,3.1,1.0,0.4,0.6,0.6,2.5,6.5,
KJ Martin,24,PHI,PF,24,7,20.0,2.5,4.1,.616,0.3,0.9,.381,2.2,3.3,.679,.657,1.0,1.2,.828,0.9,2.1,3.0,0.8,0.5,0.7,0.5,2.6,6.4,
KJ Martin,24,UTA,SF,13,8,23.5,2.7,5.2,.522,0.5,1.8,.261,2.2,3.4,.659,.567,0.7,1.1,.643,0.6,2.5,3.2,1.3,0.4,0.5,0.8,2.2,6.5,
Gary Payton II,32,GSW,SG,55,10,14.7,2.8,4.7,.582,0.5,1.5,.317,2.3,3.3,.704,.632,0.5,0.7,.711,0.9,2.1,2.9,1.3,0.8,0.3,0.6,1.7,6.5,
Alec Burks,33,MIA,SG,36,4,17.7,2.0,4.9,.407,1.5,3.6,.419,0.5,1.3,.375,.559,0.9,1.1,.756,0.4,2.3,2.7,1.1,0.6,0.2,0.4,0.7,6.4,
Karlo MatkoviÄ,23,NOP,PF,31,5,18.0,2.6,4.6,.556,0.4,1.3,.333,2.2,3.4,.638,.601,0.8,1.0,.800,1.6,3.2,4.8,0.9,0.5,1.0,1.0,2.3,6.4,
Ajay Mitchell,22,OKC,SG,34,1,16.5,2.5,4.9,.506,0.6,1.5,.431,1.8,3.4,.539,.572,0.8,1.0,.848,0.5,1.5,2.0,1.7,0.7,0.1,0.8,1.7,6.4,
Zach Collins,27,2TM,PF,50,12,15.2,2.3,4.7,.485,0.5,1.7,.299,1.8,3.0,.595,.540,1.2,1.4,.884,1.5,2.7,4.2,1.7,0.5,0.5,0.8,2.2,6.3,
Zach Collins,27,SAS,C,36,4,11.8,1.7,3.7,.462,0.4,1.3,.304,1.3,2.4,.547,.515,0.9,1.0,.886,1.1,1.8,2.8,1.4,0.4,0.4,0.6,1.9,4.6,
Zach Collins,27,CHI,PF,14,8,24.0,3.8,7.4,.515,0.9,2.9,.293,2.9,4.4,.661,.573,2.1,2.4,.882,2.8,5.1,7.9,2.3,0.9,0.7,1.4,2.7,10.6,
Simone Fontecchio,29,DET,SF,62,0,17.0,2.1,5.2,.408,1.1,3.1,.340,1.0,2.0,.512,.511,1.0,1.2,.818,0.7,2.4,3.1,0.9,0.4,0.2,0.8,1.3,6.3,
Haywood Highsmith,28,MIA,SF,60,40,24.1,2.4,5.1,.466,1.2,3.0,.388,1.2,2.1,.575,.579,0.5,0.6,.750,0.8,2.3,3.1,1.4,0.9,0.6,0.7,2.2,6.3,
Jamal Shead,22,TOR,PG,63,4,18.2,2.4,5.9,.415,0.9,2.6,.335,1.6,3.3,.478,.489,0.5,0.7,.750,0.3,1.0,1.3,3.8,0.6,0.1,1.5,2.0,6.3,
Ryan Dunn,22,PHO,SF,61,31,17.4,2.5,5.9,.427,1.0,3.1,.302,1.6,2.7,.572,.508,0.2,0.5,.484,0.9,2.2,3.1,0.8,0.5,0.6,0.4,2.1,6.2,
Mouhamed Gueye,22,ATL,PF,20,16,16.0,2.4,5.5,.431,0.7,2.8,.255,1.7,2.7,.611,.495,0.8,1.0,.789,0.9,2.5,3.3,0.8,1.0,1.2,0.5,1.6,6.2,
Ron Holland,19,DET,SF,69,1,15.4,2.3,5.1,.457,0.4,1.9,.218,1.9,3.1,.604,.499,1.1,1.4,.786,0.5,2.1,2.6,0.9,0.6,0.1,0.8,1.8,6.2,
Dru Smith,27,MIA,SG,14,1,19.1,2.2,4.4,.508,1.1,2.1,.533,1.1,2.2,.484,.639,0.6,0.9,.750,0.9,1.7,2.6,1.6,1.5,0.4,1.2,2.1,6.2,
Jamison Battle,23,TOR,SF,46,4,14.7,2.2,5.0,.437,1.5,3.7,.407,0.7,1.2,.526,.590,0.3,0.3,.857,0.6,1.6,2.2,0.8,0.1,0.2,0.3,1.3,6.1,
Donovan Clingan,20,POR,C,55,25,18.2,2.5,4.6,.545,0.1,0.6,.258,2.4,4.1,.585,.561,0.9,1.4,.595,3.0,4.4,7.4,1.0,0.5,1.6,1.2,2.7,6.1,
Kris Dunn,30,LAC,PG,60,44,24.0,2.5,5.9,.428,0.9,2.9,.303,1.6,3.0,.551,.503,0.2,0.3,.563,0.8,2.7,3.5,3.1,1.8,0.4,1.0,2.6,6.1,
Trey Lyles,29,SAC,PF,55,2,18.2,2.1,5.2,.409,1.1,3.3,.342,1.0,1.9,.529,.519,0.7,1.0,.679,1.1,3.4,4.5,1.1,0.6,0.4,0.6,1.2,6.1,
Gabe Vincent,28,LAL,PG,58,10,21.2,2.3,5.7,.399,1.4,4.0,.345,0.9,1.7,.531,.521,0.2,0.3,.688,0.2,0.9,1.2,1.4,0.7,0.2,0.6,2.1,6.1,
Orlando Robinson,24,2TM,C,34,4,15.9,2.2,5.2,.432,0.2,0.9,.258,2.0,4.3,.469,.455,1.3,1.6,.796,1.8,2.6,4.4,1.6,0.4,0.4,1.0,1.9,6.0,
Orlando Robinson,24,SAC,C,9,0,6.3,0.8,1.9,.412,0.1,0.6,.200,0.7,1.3,.500,.441,0.4,0.8,.571,0.3,1.2,1.6,1.0,0.3,0.1,0.4,0.7,2.1,
Orlando Robinson,24,TOR,C,25,4,19.3,2.8,6.4,.434,0.3,1.0,.269,2.5,5.3,.466,.456,1.6,1.9,.830,2.3,3.2,5.5,1.9,0.4,0.5,1.2,2.3,7.4,
Ben Simmons,28,2TM,PG,40,24,24.1,2.7,5.0,.537,0.0,0.0,,2.7,5.0,.537,.537,0.6,0.8,.727,1.0,4.1,5.1,6.5,0.9,0.5,2.3,2.3,6.0,
Ben Simmons,28,BRK,PG,33,24,25.0,2.8,5.2,.547,0.0,0.0,,2.8,5.2,.547,.547,0.5,0.8,.692,0.9,4.3,5.2,6.9,0.8,0.5,2.7,2.5,6.2,
Ben Simmons,28,LAC,PG,7,0,19.7,2.1,4.4,.484,0.0,0.0,,2.1,4.4,.484,.484,0.9,1.0,.857,1.1,3.1,4.3,4.6,1.3,0.6,0.3,1.7,5.1,
James Wiseman,23,IND,C,1,0,5.0,2.0,4.0,.500,0.0,1.0,.000,2.0,3.0,.667,.500,2.0,2.0,1.000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,
Isaiah Wong,24,CHO,SG,20,0,13.3,2.1,5.3,.390,0.7,1.7,.394,1.4,3.6,.389,.452,1.3,1.7,.735,0.7,0.9,1.6,1.4,0.6,0.0,0.9,1.1,6.0,
Jeff Dowtin,27,PHI,PG,36,1,13.5,2.4,4.9,.486,0.6,1.5,.415,1.8,3.4,.516,.549,0.6,0.8,.700,0.3,1.2,1.5,1.8,0.4,0.2,0.3,0.6,5.9,
Isaiah Stewart,23,DET,C,63,3,19.7,2.4,4.3,.552,0.2,0.7,.295,2.2,3.6,.602,.576,0.9,1.2,.756,1.9,3.7,5.6,1.7,0.4,1.4,0.9,2.5,5.9,
Moses Brown,25,2TM,C,13,2,9.2,2.6,3.8,.694,0.0,0.0,,2.6,3.8,.694,.694,0.6,0.8,.727,0.9,2.5,3.4,0.2,0.5,0.3,0.8,1.3,5.8,
Moses Brown,25,IND,C,9,0,5.1,1.4,2.2,.650,0.0,0.0,,1.4,2.2,.650,.650,0.3,0.6,.600,0.4,1.0,1.4,0.0,0.2,0.1,0.7,0.7,3.2,
Moses Brown,25,DAL,C,4,2,18.3,5.3,7.3,.724,0.0,0.0,,5.3,7.3,.724,.724,1.3,1.5,.833,2.0,5.8,7.8,0.5,1.0,0.8,1.3,2.8,11.8,
Shake Milton,28,2TM,SG,50,1,15.0,2.1,4.5,.473,0.7,2.0,.374,1.4,2.5,.552,.556,0.8,1.0,.804,0.5,1.3,1.8,1.9,0.5,0.1,0.7,1.2,5.8,
Shake Milton,28,BRK,SG,27,1,18.2,2.7,5.8,.465,1.0,2.7,.389,1.7,3.1,.529,.554,0.9,1.2,.758,0.6,1.3,1.9,2.4,0.6,0.0,0.7,1.6,7.4,
Shake Milton,28,LAL,SG,23,0,11.2,1.4,2.9,.493,0.4,1.2,.333,1.0,1.7,.600,.560,0.7,0.8,.889,0.4,1.4,1.8,1.3,0.3,0.1,0.7,0.7,4.0,
Javonte Green,31,2TM,SG,55,18,20.7,2.0,4.5,.451,0.8,2.2,.361,1.2,2.3,.540,.541,1.0,1.3,.746,0.9,2.5,3.5,0.9,1.0,0.5,0.5,1.5,5.8,
Javonte Green,31,NOP,SG,50,18,21.8,2.0,4.5,.446,0.8,2.2,.352,1.2,2.3,.534,.531,1.0,1.3,.758,1.0,2.6,3.6,0.9,1.1,0.6,0.6,1.5,5.8,
Javonte Green,31,CLE,SG,5,0,9.6,2.2,4.4,.500,1.2,2.8,.429,1.0,1.6,.625,.636,0.6,1.0,.600,0.6,2.2,2.8,0.8,0.2,0.0,0.2,0.8,6.2,
Seth Curry,34,CHO,SG,56,9,14.5,2.2,4.7,.460,1.1,2.6,.444,1.0,2.1,.479,.582,0.4,0.4,.800,0.4,1.2,1.6,0.7,0.4,0.1,0.4,0.9,5.8,
Robert Williams,27,POR,C,20,3,17.6,2.5,3.9,.641,0.1,0.2,.333,2.5,3.8,.653,.647,0.8,0.9,.882,1.8,4.2,5.9,1.1,0.7,1.7,0.9,1.6,5.8,
Jeremiah Robinson-Earl,24,NOP,PF,53,6,17.4,2.2,4.7,.458,0.7,2.2,.336,1.4,2.5,.564,.536,0.7,0.8,.841,1.5,2.9,4.4,1.2,0.6,0.1,0.6,1.2,5.7,
Marcus Sasser,24,DET,PG,49,0,13.2,2.1,4.6,.462,0.9,2.4,.367,1.2,2.1,.571,.560,0.5,0.6,.839,0.3,0.8,1.1,2.2,0.6,0.1,0.8,1.2,5.7,
Ben Sheppard,23,IND,SG,53,9,20.1,2.1,4.8,.433,1.2,3.3,.358,0.9,1.5,.593,.555,0.4,0.4,.913,0.7,2.1,2.8,1.3,0.6,0.2,0.3,2.2,5.7,
Jonathan Isaac,27,ORL,PF,60,0,15.8,2.0,4.8,.415,0.6,2.4,.270,1.4,2.4,.555,.481,1.0,1.5,.670,1.7,2.9,4.6,0.5,0.9,1.1,0.4,1.4,5.6,
DaQuan Jeffries,27,CHO,SG,32,8,21.0,2.1,5.4,.385,0.9,3.2,.294,1.2,2.3,.514,.471,0.4,0.5,.824,0.8,1.9,2.7,1.1,0.6,0.5,0.6,2.1,5.6,
Isaac Okoro,24,CLE,SG,41,20,19.0,2.0,4.6,.444,1.0,2.7,.373,1.0,1.9,.544,.553,0.5,0.8,.677,0.9,1.4,2.3,1.3,0.6,0.4,0.4,2.0,5.6,
Oscar Tshiebwe,25,UTA,C,7,0,14.3,2.1,3.3,.652,0.0,0.0,,2.1,3.3,.652,.652,1.3,1.7,.750,2.3,5.1,7.4,0.4,0.9,0.0,0.3,2.0,5.6,
Jarace Walker,21,IND,PF,60,3,15.7,2.1,4.5,.454,0.8,2.3,.365,1.2,2.2,.545,.546,0.7,1.0,.639,0.4,2.6,2.9,1.4,0.8,0.4,1.1,1.6,5.6,
Kenrich Williams,30,OKC,PF,55,4,15.1,2.2,4.6,.480,0.9,2.3,.367,1.3,2.3,.597,.573,0.4,0.5,.808,0.9,2.4,3.3,1.2,0.6,0.1,0.5,1.6,5.6,
Talen Horton-Tucker,24,CHI,SG,49,0,11.2,2.0,4.5,.441,0.7,2.0,.365,1.3,2.6,.500,.520,0.8,1.2,.684,0.3,1.4,1.7,1.3,0.3,0.2,0.7,1.0,5.5,
Quenton Jackson,26,IND,PG,22,7,13.7,2.1,4.3,.489,0.5,1.3,.379,1.6,3.0,.538,.548,0.9,1.1,.760,0.5,1.0,1.5,1.8,0.6,0.2,0.6,1.7,5.5,
Kevin Love,36,MIA,PF,22,9,11.2,1.9,5.2,.357,1.1,3.0,.358,0.8,2.2,.354,.461,0.7,1.0,.696,1.0,3.3,4.3,1.0,0.7,0.2,0.6,0.9,5.5,
Torrey Craig,34,2TM,SF,17,2,11.2,1.9,3.9,.478,1.2,2.9,.420,0.6,1.0,.647,.634,0.4,0.5,.750,1.1,1.3,2.4,0.5,0.2,0.4,0.1,1.4,5.4,
Torrey Craig,34,CHI,SF,9,1,12.6,2.4,5.0,.489,1.7,3.9,.429,0.8,1.1,.700,.656,0.3,0.4,.750,0.9,1.9,2.8,0.6,0.2,0.1,0.0,1.7,6.9,
Torrey Craig,34,BOS,SF,8,1,9.8,1.3,2.8,.455,0.8,1.9,.400,0.5,0.9,.571,.591,0.4,0.5,.750,1.3,0.6,1.9,0.4,0.1,0.6,0.3,1.1,3.6,
Aaron Holiday,28,HOU,PG,52,3,12.8,1.8,4.2,.432,1.1,2.8,.389,0.8,1.5,.513,.559,0.6,0.8,.825,0.2,1.1,1.3,1.3,0.3,0.1,0.6,1.1,5.4,
Dean Wade,28,CLE,PF,47,26,21.6,1.9,4.7,.405,1.3,3.9,.343,0.6,0.8,.692,.545,0.3,0.5,.520,1.0,3.7,4.6,1.4,0.8,0.4,0.4,1.9,5.4,
Keaton Wallace,25,ATL,PG,28,4,16.2,2.0,4.9,.413,0.9,2.6,.356,1.1,2.3,.477,.507,0.4,0.4,1.000,0.3,1.1,1.4,2.2,0.8,0.3,1.0,1.3,5.4,
Kobe Bufkin,21,ATL,SG,10,0,12.4,1.8,4.7,.383,0.4,1.9,.211,1.4,2.8,.500,.426,1.3,1.8,.722,0.5,1.6,2.1,1.7,0.3,0.2,0.8,0.9,5.3,
Moussa DiabatÃ©,23,CHO,C,58,8,18.0,2.2,3.7,.585,0.0,0.0,.000,2.2,3.7,.591,.585,0.9,1.5,.584,2.9,3.6,6.5,0.9,0.7,0.6,0.9,1.6,5.3,
Marcus Garrett,26,CHO,SG,3,0,18.3,2.0,5.7,.353,0.7,1.7,.400,1.3,4.0,.333,.412,0.7,0.7,1.000,0.3,0.7,1.0,3.3,0.0,0.3,1.3,2.7,5.3,
Luke Kornet,29,BOS,C,60,12,18.1,2.2,3.3,.667,0.0,0.0,.000,2.2,3.3,.673,.667,0.9,1.3,.705,2.4,2.7,5.1,1.6,0.5,1.0,0.4,1.6,5.3,
Jonathan Mogbo,23,TOR,PF,50,12,18.1,2.0,4.6,.442,0.3,0.9,.298,1.8,3.7,.478,.472,0.9,1.3,.703,1.6,2.6,4.2,1.6,0.8,0.5,0.9,2.0,5.3,
Tidjane SalaÃ¼n,19,CHO,PF,48,8,19.1,1.7,5.3,.319,0.9,3.2,.289,0.8,2.1,.363,.406,1.0,1.3,.719,1.2,3.0,4.2,1.1,0.5,0.3,0.9,1.2,5.3,
Kyle Anderson,31,2TM,PF,50,4,14.9,2.0,4.5,.451,0.4,1.2,.367,1.6,3.3,.482,.500,0.7,1.0,.708,0.8,2.3,3.1,2.2,0.6,0.5,0.6,1.2,5.2,
Kyle Anderson,31,GSW,PF,36,3,15.0,2.1,4.7,.450,0.5,1.4,.365,1.6,3.3,.487,.506,0.5,0.8,.667,0.8,2.3,3.1,2.3,0.7,0.6,0.6,1.1,5.3,
Kyle Anderson,31,MIA,SF,14,1,14.6,1.8,3.9,.455,0.2,0.6,.375,1.6,3.4,.468,.482,1.1,1.5,.762,1.1,2.2,3.3,2.1,0.4,0.3,0.6,1.5,4.9,
Bismack Biyombo,32,SAS,C,16,15,17.7,2.4,3.5,.679,0.0,0.0,,2.4,3.5,.679,.679,0.4,1.1,.412,1.4,3.5,4.9,1.2,0.7,0.8,0.9,1.9,5.2,
Drew Eubanks,27,2TM,C,50,4,13.7,2.1,3.5,.593,0.1,0.1,.500,2.0,3.4,.596,.602,0.9,1.3,.657,1.1,3.0,4.1,1.0,0.2,0.7,0.7,1.1,5.1,
Drew Eubanks,27,UTA,C,37,4,15.4,2.4,3.9,.607,0.1,0.1,.600,2.3,3.8,.607,.617,1.0,1.5,.632,1.1,3.5,4.5,1.2,0.3,0.9,0.8,1.2,5.8,
Drew Eubanks,27,LAC,C,13,0,9.0,1.3,2.5,.531,0.0,0.1,.000,1.3,2.4,.548,.531,0.6,0.8,.800,1.2,1.6,2.8,0.4,0.1,0.3,0.4,0.8,3.2,
Rob Dillingham,20,MIN,PG,42,1,11.8,2.1,4.8,.443,0.6,1.7,.347,1.5,3.1,.496,.505,0.2,0.4,.533,0.3,0.9,1.2,2.2,0.4,0.0,1.2,0.9,5.1,
Neemias Queta,25,BOS,C,52,6,14.5,2.2,3.4,.642,0.0,0.1,.000,2.2,3.3,.653,.642,0.8,1.0,.736,1.5,2.5,3.9,0.7,0.3,0.7,0.7,1.9,5.1,
Jaylin Williams,22,OKC,PF,38,6,16.3,1.8,4.6,.399,1.1,3.2,.341,0.7,1.3,.540,.520,0.4,0.5,.737,1.1,4.3,5.3,2.3,0.4,0.7,0.7,1.7,5.1,
Jeff Green,38,HOU,PF,26,2,12.3,1.8,3.7,.505,0.8,2.2,.345,1.1,1.4,.757,.611,0.6,0.7,.833,0.3,1.4,1.8,0.5,0.2,0.2,0.3,1.0,5.0,
Sandro Mamukelashvili,25,SAS,PF,46,0,8.9,1.8,3.6,.506,0.8,2.1,.388,1.0,1.4,.682,.622,0.6,0.8,.730,0.7,1.7,2.4,0.6,0.4,0.3,0.3,0.8,5.0,
Monte Morris,29,PHO,PG,41,0,12.9,1.8,4.3,.415,0.6,1.9,.338,1.1,2.4,.475,.489,0.8,1.0,.850,0.2,1.2,1.4,1.6,0.4,0.1,0.4,0.5,5.0,
Ryan Rollins,22,MIL,PG,42,8,11.8,1.9,4.1,.465,0.6,1.8,.365,1.3,2.3,.541,.544,0.5,0.6,.840,0.4,1.2,1.6,1.2,0.7,0.4,0.8,1.3,5.0,
Alondes Williams,25,DET,SG,1,0,4.0,2.0,2.0,1.000,1.0,1.0,1.000,1.0,1.0,1.000,1.250,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,
Lindy Waters III,27,2TM,SG,46,9,15.1,1.8,4.8,.371,1.2,3.5,.333,0.6,1.3,.475,.493,0.2,0.2,.727,0.4,1.8,2.2,1.0,0.5,0.2,0.4,1.3,4.9,
Lindy Waters III,27,GSW,SG,38,9,17.2,2.0,5.4,.371,1.3,3.9,.331,0.7,1.5,.474,.490,0.2,0.3,.727,0.4,2.1,2.5,1.1,0.6,0.3,0.4,1.4,5.5,
Lindy Waters III,27,DET,SG,8,0,4.8,0.8,2.0,.375,0.6,1.8,.357,0.1,0.3,.500,.531,0.0,0.0,,0.1,0.3,0.4,0.5,0.4,0.0,0.4,0.4,2.1,
Kevon Looney,28,GSW,C,62,6,15.6,2.1,4.0,.516,0.0,0.0,.000,2.1,4.0,.522,.516,0.8,1.4,.553,2.7,3.8,6.5,1.7,0.7,0.5,0.6,2.2,4.9,
Terrence Shannon Jr. ,24,MIN,SG,28,1,11.5,2.0,4.0,.491,0.4,1.1,.367,1.6,2.9,.537,.540,0.6,0.8,.810,0.4,1.3,1.6,1.0,0.3,0.2,0.5,0.9,4.9,
Mitchell Robinson,26,NYK,C,8,1,16.1,2.1,3.3,.654,0.0,0.0,,2.1,3.3,.654,.654,0.5,0.6,.800,2.8,2.1,4.9,0.5,1.1,0.8,0.6,1.6,4.8,
