Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
John Konchar,28,MEM,SG,37,4,12.2,0.9,2.0,.440,0.5,1.4,.346,0.4,0.6,.652,.560,0.2,0.2,.875,0.8,2.5,3.4,0.9,0.5,0.4,0.4,0.8,2.5,
Delon Wright,32,2TM,PG,30,2,14.1,0.8,2.8,.282,0.4,1.7,.255,0.4,1.1,.324,.359,0.4,0.7,.550,0.5,1.1,1.6,1.7,0.8,0.3,0.5,0.6,2.4,
Delon Wright,32,MIL,PG,26,2,15.6,0.8,3.2,.268,0.5,1.9,.245,0.4,1.3,.303,.341,0.3,0.6,.563,0.6,1.2,1.8,1.8,0.9,0.3,0.5,0.7,2.5,
Delon Wright,32,NYK,PG,4,0,4.8,0.5,0.8,.667,0.3,0.5,.500,0.3,0.3,1.000,.833,0.5,1.0,.500,0.3,0.5,0.8,0.5,0.3,0.3,0.3,0.0,1.8,
Johnny Davis,22,WAS,SG,34,0,7.1,0.9,2.3,.410,0.2,0.9,.241,0.7,1.4,.510,.455,0.3,0.4,.600,0.3,0.8,1.1,0.3,0.4,0.2,0.2,0.5,2.4,
Markelle Fultz,26,SAC,PG,11,0,7.4,1.1,2.8,.387,0.1,0.4,.250,1.0,2.5,.407,.403,0.1,0.1,1.000,0.2,0.5,0.6,0.8,0.5,0.1,0.9,0.5,2.4,
Christian Koloko,24,LAL,C,33,0,9.2,1.1,1.8,.600,0.0,0.1,.000,1.1,1.7,.632,.600,0.2,0.3,.800,0.9,1.4,2.3,0.5,0.2,0.3,0.3,1.2,2.4,
Tyler Smith,20,MIL,PF,18,0,4.7,0.9,2.1,.459,0.4,1.1,.400,0.5,0.9,.529,.568,0.1,0.2,.500,0.2,0.9,1.1,0.2,0.1,0.2,0.3,0.4,2.4,
TyTy Washington Jr.,23,PHO,PG,13,0,7.9,0.9,3.0,.308,0.3,1.5,.200,0.6,1.5,.421,.359,0.2,0.3,.750,0.3,0.6,0.9,1.2,0.2,0.0,0.2,0.3,2.4,
Maxwell Lewis,22,2TM,SF,15,0,6.0,0.9,1.8,.519,0.5,0.7,.636,0.5,1.1,.438,.648,0.0,0.0,,0.3,0.6,0.9,0.4,0.2,0.1,0.3,0.6,2.3,
Maxwell Lewis,22,LAL,SF,7,0,4.1,0.3,0.9,.333,0.0,0.0,,0.3,0.9,.333,.333,0.0,0.0,,0.3,0.0,0.3,0.3,0.1,0.0,0.3,0.1,0.6,
Maxwell Lewis,22,BRK,SF,8,0,7.6,1.5,2.6,.571,0.9,1.4,.636,0.6,1.3,.500,.738,0.0,0.0,,0.3,1.1,1.4,0.5,0.3,0.1,0.3,1.0,3.9,
Josh Minott,22,MIN,SF,39,0,6.3,0.9,2.0,.449,0.2,0.9,.257,0.7,1.1,.605,.506,0.3,0.3,.846,0.3,0.8,1.1,0.4,0.4,0.3,0.3,0.7,2.3,
Chuma Okeke,26,PHI,PF,3,0,11.7,1.0,2.0,.500,0.3,1.3,.250,0.7,0.7,1.000,.583,0.0,0.0,,1.3,1.3,2.7,0.7,0.7,0.0,0.3,0.3,2.3,
Drew Peterson,25,BOS,PF,18,1,8.3,0.7,1.6,.448,0.5,1.3,.391,0.2,0.3,.667,.603,0.3,0.4,.857,0.3,1.4,1.7,0.7,0.2,0.1,0.3,0.7,2.3,
Lester QuiÃ±ones,24,PHI,SG,4,0,4.3,1.0,2.0,.500,0.0,0.8,.000,1.0,1.3,.800,.500,0.3,0.3,1.000,0.8,0.3,1.0,0.3,0.0,0.0,1.0,0.0,2.3,
Hunter Tyson,24,DEN,PF,44,1,7.6,0.8,2.0,.386,0.4,1.3,.316,0.4,0.7,.516,.489,0.4,0.5,.696,0.4,1.1,1.5,0.4,0.2,0.1,0.3,0.9,2.3,
MarJon Beauchamp,24,3TM,SF,30,0,4.8,0.8,1.9,.404,0.3,0.9,.385,0.4,1.0,.419,.491,0.4,0.5,.688,0.3,0.9,1.2,0.3,0.1,0.0,0.5,0.4,2.2,
MarJon Beauchamp,24,MIL,SF,26,0,4.7,0.7,1.8,.383,0.3,0.8,.333,0.4,1.0,.423,.457,0.3,0.5,.750,0.3,1.0,1.2,0.3,0.1,0.0,0.5,0.4,2.0,
MarJon Beauchamp,24,LAC,SF,3,0,5.7,1.3,2.3,.571,0.7,1.0,.667,0.7,1.3,.500,.714,0.7,1.3,.500,0.7,0.3,1.0,0.7,0.0,0.0,0.3,0.7,4.0,
MarJon Beauchamp,24,NYK,SF,1,0,5.0,1.0,3.0,.333,1.0,2.0,.500,0.0,1.0,.000,.500,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,3.0,
Jaden Springer,22,2TM,SG,33,0,6.8,0.6,1.6,.396,0.3,0.8,.321,0.4,0.8,.480,.481,0.6,0.9,.677,0.2,0.8,1.0,0.7,0.5,0.1,0.3,0.8,2.2,
Jaden Springer,22,BOS,SG,26,0,5.4,0.5,1.3,.353,0.2,0.7,.316,0.2,0.6,.400,.441,0.6,0.8,.714,0.2,0.8,0.9,0.4,0.5,0.0,0.2,0.7,1.7,
Jaden Springer,22,UTA,PG,7,0,11.9,1.3,2.7,.474,0.4,1.3,.333,0.9,1.4,.600,.553,0.9,1.4,.600,0.4,0.7,1.1,1.7,0.7,0.3,0.9,1.4,3.9,
Rayan Rupert,20,POR,SG,41,0,7.5,0.8,2.0,.390,0.2,0.9,.270,0.5,1.1,.489,.451,0.4,0.5,.750,0.5,0.6,1.1,0.4,0.2,0.0,0.5,0.6,2.2,
Patrick Baldwin Jr.,22,WAS,SF,22,0,4.6,0.8,1.5,.515,0.5,1.0,.524,0.3,0.5,.500,.682,0.1,0.2,.500,0.2,0.8,1.0,0.1,0.1,0.1,0.2,0.2,2.1,
Kobe Brown,25,LAC,PF,32,0,7.1,0.9,2.0,.476,0.1,0.7,.190,0.8,1.3,.619,.508,0.1,0.2,.800,0.6,1.2,1.8,0.6,0.2,0.1,0.3,0.6,2.1,
Chris Duarte,27,CHI,SG,17,0,4.4,0.7,1.5,.462,0.4,0.9,.400,0.4,0.6,.545,.577,0.4,0.5,.750,0.3,0.9,1.2,0.5,0.0,0.0,0.1,0.4,2.1,
Dillon Jones,23,OKC,SF,41,0,8.9,0.8,2.3,.337,0.2,1.2,.204,0.5,1.1,.478,.389,0.3,0.5,.550,0.6,1.4,2.0,1.0,0.2,0.1,0.4,1.0,2.1,
E.J. Liddell,24,CHI,PF,7,0,4.7,0.7,1.4,.500,0.4,1.1,.375,0.3,0.3,1.000,.650,0.3,0.3,1.000,0.1,0.6,0.7,0.4,0.1,0.1,0.3,1.1,2.1,
Dwight Powell,33,DAL,C,44,3,9.4,0.8,1.0,.739,0.0,0.0,.500,0.8,1.0,.750,.750,0.5,0.8,.622,0.9,1.3,2.2,1.0,0.3,0.5,0.3,1.3,2.1,
Reece Beekman,23,2TM,PG,30,0,11.1,0.8,2.6,.312,0.2,1.0,.194,0.6,1.5,.391,.351,0.2,0.4,.545,0.3,0.6,0.9,1.3,0.6,0.1,0.5,0.7,2.0,
Reece Beekman,23,GSW,PG,2,0,2.0,0.5,0.5,1.000,0.0,0.0,,0.5,0.5,1.000,1.000,0.0,0.0,,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.5,1.0,
Reece Beekman,23,BRK,PG,28,0,11.8,0.8,2.7,.303,0.2,1.1,.194,0.6,1.6,.378,.342,0.2,0.4,.545,0.3,0.6,0.9,1.3,0.6,0.1,0.6,0.8,2.1,
Jamaree Bouyea,25,MIL,PG,1,0,5.0,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,
Keion Brooks Jr.,24,NOP,SF,2,0,5.0,0.5,1.0,.500,0.0,0.5,.000,0.5,0.5,1.000,.500,1.0,2.0,.500,0.5,1.0,1.5,0.5,0.0,0.0,0.0,0.5,2.0,
Jack McVeigh,28,HOU,PF,7,0,4.0,0.7,1.9,.385,0.6,1.4,.400,0.1,0.4,.333,.538,0.0,0.0,,0.1,0.4,0.6,0.1,0.0,0.1,0.1,0.1,2.0,
Adama Sanogo,22,CHI,C,4,0,5.3,1.0,1.8,.571,0.0,0.0,,1.0,1.8,.571,.571,0.0,0.0,,1.3,0.3,1.5,0.3,0.0,0.0,0.3,0.3,2.0,
Pete Nance,24,2TM,PF,8,0,8.8,0.6,1.9,.333,0.5,1.5,.333,0.1,0.4,.333,.467,0.1,0.3,.500,0.3,1.0,1.3,0.4,0.1,0.0,0.0,1.3,1.9,
Pete Nance,24,PHI,C,7,0,9.7,0.7,2.1,.333,0.6,1.7,.333,0.1,0.4,.333,.467,0.1,0.3,.500,0.3,1.1,1.4,0.4,0.1,0.0,0.0,1.4,2.1,
Pete Nance,24,MIL,PF,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Jordan McLaughlin,28,2TM,PG,36,0,6.0,0.6,1.4,.420,0.4,0.8,.433,0.2,0.6,.400,.550,0.4,0.5,.737,0.1,0.5,0.6,0.9,0.3,0.0,0.3,0.4,1.9,
Jordan McLaughlin,28,SAC,PG,28,0,6.8,0.6,1.6,.364,0.4,0.9,.385,0.2,0.6,.333,.477,0.4,0.6,.688,0.1,0.6,0.8,0.9,0.4,0.0,0.4,0.5,1.9,
Jordan McLaughlin,28,SAS,PG,8,0,3.4,0.6,0.8,.833,0.4,0.5,.750,0.3,0.3,1.000,1.083,0.4,0.4,1.000,0.0,0.3,0.3,1.3,0.1,0.0,0.1,0.1,2.0,
Anthony Gill,32,WAS,PF,43,0,5.9,0.7,1.3,.519,0.2,0.4,.368,0.5,0.8,.600,.583,0.5,0.8,.606,0.2,0.7,0.9,0.3,0.1,0.0,0.2,0.5,1.9,
Ariel Hukporti,22,NYK,C,25,1,8.7,0.8,1.2,.677,0.0,0.0,,0.8,1.2,.677,.677,0.2,0.5,.462,0.6,1.5,2.0,0.4,0.0,0.6,0.8,1.3,1.9,
Jericho Sims,26,2TM,C,53,5,11.9,0.8,1.3,.634,0.0,0.0,,0.8,1.3,.634,.634,0.2,0.2,.615,1.3,2.4,3.7,0.6,0.2,0.4,0.6,1.2,1.8,
Jericho Sims,26,NYK,C,39,5,10.8,0.7,1.2,.609,0.0,0.0,,0.7,1.2,.609,.609,0.2,0.3,.615,1.3,2.0,3.3,0.6,0.2,0.3,0.5,1.2,1.6,
Jericho Sims,26,MIL,C,14,0,15.0,1.2,1.8,.680,0.0,0.0,,1.2,1.8,.680,.680,0.0,0.0,,1.4,3.4,4.9,0.8,0.1,0.6,0.9,1.4,2.4,
Vlatko ÄanÄar,27,DEN,PF,8,0,8.4,0.8,1.5,.500,0.3,0.6,.400,0.5,0.9,.571,.583,0.0,0.0,,0.8,1.5,2.3,0.3,0.1,0.1,0.8,0.8,1.8,
Tyler Kolek,23,NYK,PG,31,0,5.0,0.6,1.6,.380,0.4,1.0,.367,0.3,0.6,.400,.490,0.2,0.2,1.000,0.1,0.4,0.5,0.7,0.2,0.0,0.3,0.4,1.8,
Leonard Miller,21,MIN,SF,10,0,2.7,0.5,1.4,.357,0.0,0.5,.000,0.5,0.9,.556,.357,0.8,0.8,1.000,0.3,0.8,1.1,0.0,0.2,0.1,0.2,0.2,1.8,
Pacome Dadiet,19,NYK,SG,15,0,6.5,0.6,1.9,.321,0.4,1.2,.333,0.2,0.7,.300,.429,0.1,0.2,.667,0.0,0.9,0.9,0.3,0.2,0.1,0.1,0.4,1.7,
Enrique Freeman,24,IND,PF,20,1,7.0,0.6,1.3,.480,0.1,0.3,.167,0.6,1.0,.579,.500,0.5,0.8,.600,0.3,0.7,1.0,0.4,0.1,0.1,0.3,0.9,1.7,
Bronny James,20,LAL,SG,20,0,4.7,0.5,1.9,.263,0.3,1.1,.227,0.3,0.8,.313,.329,0.4,0.6,.727,0.2,0.4,0.5,0.4,0.3,0.1,0.3,0.3,1.7,
Baylor Scheierman,24,BOS,SG,18,0,7.9,0.6,2.1,.270,0.3,1.4,.200,0.3,0.7,.417,.338,0.3,0.3,.833,0.3,1.1,1.4,0.7,0.3,0.0,0.1,0.6,1.7,
Cam Christie,19,LAC,SG,8,0,5.1,0.6,1.9,.333,0.3,1.3,.200,0.4,0.6,.600,.400,0.1,0.3,.500,0.1,0.8,0.9,0.6,0.4,0.0,0.3,0.3,1.6,
Johnny Furphy,20,IND,SG,41,0,6.7,0.6,1.5,.365,0.3,0.9,.306,0.3,0.7,.444,.452,0.2,0.2,1.000,0.4,0.8,1.2,0.2,0.3,0.2,0.2,0.7,1.6,
Keshad Johnson,23,MIA,SF,10,0,5.7,0.7,1.2,.583,0.1,0.4,.250,0.6,0.8,.750,.625,0.1,0.6,.167,0.2,1.5,1.7,0.3,0.1,0.4,0.3,0.5,1.6,
Armel TraorÃ©,22,LAL,SF,9,0,7.4,0.7,2.1,.316,0.0,0.8,.000,0.7,1.3,.500,.316,0.2,0.8,.286,0.2,1.4,1.7,0.1,0.4,0.2,0.3,0.7,1.6,
Jordan Walsh,20,BOS,PF,43,1,8.1,0.6,1.5,.369,0.3,1.0,.295,0.3,0.5,.524,.469,0.2,0.3,.583,0.4,0.8,1.3,0.4,0.2,0.2,0.3,0.6,1.6,
Jazian Gortman,21,DAL,PG,16,0,3.6,0.6,1.4,.391,0.3,0.7,.364,0.3,0.8,.417,.478,0.1,0.3,.500,0.1,0.3,0.3,0.4,0.1,0.1,0.3,0.6,1.5,
Quincy Olivari,23,LAL,PG,2,0,5.0,0.5,2.5,.200,0.5,2.5,.200,0.0,0.0,,.300,0.0,0.0,,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,1.5,
Matt Ryan,27,NYK,SF,19,0,3.6,0.5,1.6,.323,0.3,1.0,.316,0.2,0.6,.333,.419,0.1,0.1,1.000,0.0,0.4,0.4,0.2,0.1,0.0,0.2,0.1,1.5,
Tristan Thompson,33,CLE,C,35,0,7.2,0.7,1.5,.426,0.0,0.1,.000,0.7,1.5,.451,.426,0.1,0.6,.227,0.7,2.1,2.7,0.6,0.0,0.2,0.3,0.9,1.5,
Alex Ducas,24,OKC,SG,17,0,4.5,0.5,1.3,.364,0.4,0.9,.438,0.1,0.4,.167,.523,0.0,0.0,,0.3,0.6,0.9,0.1,0.1,0.0,0.2,0.4,1.4,
Alex Len,31,2TM,C,43,6,8.0,0.6,1.2,.500,0.0,0.1,.167,0.6,1.1,.543,.510,0.2,0.3,.538,0.8,1.1,1.9,0.8,0.2,0.5,0.3,1.1,1.4,
Alex Len,31,SAC,C,36,3,7.2,0.6,1.1,.537,0.0,0.2,.167,0.6,1.0,.600,.549,0.2,0.4,.538,0.7,1.1,1.8,0.8,0.2,0.5,0.3,1.0,1.4,
Alex Len,31,LAL,C,7,3,12.1,0.6,1.6,.364,0.0,0.0,,0.6,1.6,.364,.364,0.0,0.0,,1.3,1.4,2.7,0.9,0.0,0.3,0.3,1.6,1.1,
Garrett Temple,38,TOR,SG,23,0,7.6,0.4,1.8,.220,0.2,0.9,.250,0.2,0.9,.190,.280,0.4,0.4,.900,0.2,0.8,1.0,1.1,0.6,0.1,0.4,1.0,1.4,
JD Davison,22,BOS,PG,9,0,4.3,0.3,1.0,.333,0.2,0.7,.333,0.1,0.3,.333,.444,0.4,0.6,.800,0.0,0.3,0.3,0.3,0.2,0.0,0.7,0.1,1.3,
David Duke Jr.,25,SAS,SG,4,0,4.5,0.5,1.8,.286,0.0,0.3,.000,0.5,1.5,.333,.286,0.3,0.5,.500,0.0,0.8,0.8,0.8,0.0,0.0,0.3,0.3,1.3,
Adam Flagler,25,OKC,SG,27,0,3.9,0.5,2.1,.224,0.3,1.7,.170,0.2,0.4,.455,.293,0.0,0.0,,0.1,0.3,0.4,0.0,0.2,0.1,0.0,0.4,1.3,
Skal LabissiÃ¨re,28,SAC,PF,4,0,3.0,0.5,1.0,.500,0.3,0.3,1.000,0.3,0.8,.333,.625,0.0,0.0,,0.3,0.5,0.8,0.3,0.0,0.0,0.0,0.3,1.3,
Isaiah Crawford,23,SAC,SF,11,0,3.4,0.5,0.8,.556,0.1,0.4,.250,0.4,0.5,.800,.611,0.2,0.4,.500,0.1,0.6,0.7,0.0,0.1,0.1,0.1,0.2,1.2,
Yuki Kawamura,23,MEM,PG,20,0,3.2,0.4,1.1,.364,0.2,0.8,.250,0.2,0.3,.667,.455,0.2,0.3,.667,0.0,0.4,0.4,0.7,0.1,0.0,0.2,0.4,1.2,
Bryce McGowens,22,POR,SG,11,0,2.5,0.4,1.1,.333,0.0,0.4,.000,0.4,0.7,.500,.333,0.5,0.5,.833,0.1,0.1,0.2,0.1,0.1,0.0,0.3,0.2,1.2,
Sidy Cissoko,20,2TM,SF,20,0,3.0,0.5,0.9,.500,0.2,0.4,.429,0.3,0.6,.545,.583,0.1,0.3,.167,0.2,0.4,0.6,0.3,0.1,0.0,0.2,0.4,1.1,
Sidy Cissoko,20,SAS,SF,17,0,3.2,0.5,1.1,.500,0.2,0.4,.429,0.4,0.6,.545,.583,0.1,0.4,.167,0.2,0.4,0.6,0.4,0.1,0.0,0.1,0.4,1.3,
Sidy Cissoko,20,POR,SF,3,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.3,0.0,0.3,0.0,0.0,0.0,0.3,0.3,0.0,
PJ Hall,22,DEN,C,16,0,3.1,0.4,0.9,.467,0.0,0.3,.000,0.4,0.6,.700,.467,0.2,0.3,.750,0.3,0.8,1.1,0.2,0.0,0.1,0.1,0.4,1.1,
Colby Jones,22,2TM,SG,26,0,6.0,0.5,1.2,.400,0.2,0.5,.333,0.3,0.7,.444,.467,0.0,0.0,,0.4,0.7,1.0,0.4,0.2,0.3,0.3,0.6,1.1,
Colby Jones,22,SAC,SG,24,0,5.4,0.5,1.1,.423,0.2,0.4,.400,0.3,0.7,.438,.500,0.0,0.0,,0.3,0.6,1.0,0.3,0.3,0.3,0.3,0.5,1.1,
Colby Jones,22,WAS,SG,2,0,13.5,0.5,2.0,.250,0.0,1.0,.000,0.5,1.0,.500,.250,0.0,0.0,,1.0,1.0,2.0,1.5,0.0,0.5,0.5,1.0,1.0,
Chris Livingston,21,MIL,SF,16,1,4.6,0.4,1.1,.333,0.0,0.4,.000,0.4,0.8,.500,.333,0.3,0.5,.625,0.4,1.0,1.4,0.1,0.3,0.0,0.3,0.3,1.1,
Trey Alexander,21,DEN,SG,20,0,4.3,0.4,1.3,.269,0.1,0.5,.200,0.3,0.8,.313,.308,0.2,0.2,.750,0.0,0.5,0.5,0.4,0.1,0.1,0.2,0.4,1.0,
Yuri Collins,23,GSW,PG,2,0,8.0,0.5,1.5,.333,0.0,0.0,,0.5,1.5,.333,.333,0.0,0.0,,1.0,0.5,1.5,2.0,1.0,0.0,0.0,2.5,1.0,
Xavier Tillman Sr.,26,BOS,C,29,1,7.1,0.4,1.6,.261,0.2,0.9,.185,0.2,0.7,.368,.315,0.0,0.1,.500,0.3,1.0,1.3,0.2,0.3,0.2,0.4,0.6,1.0,
Anton Watson,24,NYK,SF,2,0,3.5,0.5,2.0,.250,0.0,0.0,,0.5,2.0,.250,.250,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,1.0,
Emoni Bates,21,CLE,SF,7,0,3.9,0.3,2.0,.143,0.3,1.6,.182,0.0,0.4,.000,.214,0.0,0.0,,0.0,0.0,0.0,0.6,0.1,0.0,0.0,0.3,0.9,
RayJ Dennis,23,IND,PG,8,0,2.9,0.3,1.3,.200,0.1,0.9,.143,0.1,0.4,.333,.250,0.3,0.3,1.000,0.3,0.5,0.8,0.6,0.4,0.0,0.5,0.4,0.9,
Luke Travers,23,CLE,SG,9,0,6.1,0.3,1.2,.273,0.0,0.4,.000,0.3,0.8,.429,.273,0.2,0.2,1.000,0.6,0.8,1.3,0.6,0.1,0.1,0.6,0.4,0.9,
Jalen Bridges,23,PHO,SF,5,0,5.0,0.2,0.8,.250,0.2,0.8,.250,0.0,0.0,,.375,0.2,0.4,.500,0.0,0.6,0.6,0.0,0.0,0.0,0.8,0.0,0.8,
D.J. Carton,24,TOR,SG,4,0,8.3,0.3,1.8,.143,0.0,0.8,.000,0.3,1.0,.250,.143,0.3,0.3,1.000,0.0,1.0,1.0,0.8,0.5,0.0,1.0,0.3,0.8,
Josh Christopher,23,MIA,SG,8,0,3.5,0.3,0.9,.286,0.0,0.1,.000,0.3,0.8,.333,.286,0.3,0.5,.500,0.0,0.4,0.4,0.5,0.0,0.1,0.5,0.1,0.8,
PJ Dozier,28,MIN,SG,9,0,3.9,0.2,0.3,.667,0.2,0.3,.667,0.0,0.0,,1.000,0.1,0.7,.167,0.1,0.4,0.6,0.6,0.1,0.0,0.1,0.3,0.8,
Joe Ingles,37,MIN,SF,18,0,6.0,0.3,1.1,.300,0.2,0.7,.231,0.2,0.4,.429,.375,0.0,0.0,,0.1,0.5,0.6,1.2,0.1,0.0,0.4,0.6,0.8,
Ulrich Chomche,19,TOR,PF,7,0,4.6,0.3,0.7,.400,0.0,0.0,,0.3,0.7,.400,.400,0.1,0.3,.500,0.6,0.6,1.1,0.3,0.0,0.1,0.3,0.7,0.7,
Harrison Ingram,22,SAS,SF,3,0,5.7,0.3,1.0,.333,0.0,0.3,.000,0.3,0.7,.500,.333,0.0,0.0,,0.3,1.3,1.7,0.3,0.3,0.0,0.0,0.7,0.7,
James Johnson,37,IND,PF,12,0,3.1,0.3,0.9,.364,0.0,0.3,.000,0.3,0.7,.500,.364,0.0,0.1,.000,0.0,0.5,0.5,0.3,0.0,0.2,0.3,0.4,0.7,
Spencer Jones,23,DEN,SF,15,0,3.9,0.3,1.0,.333,0.1,0.5,.125,0.3,0.5,.571,.367,0.0,0.0,,0.2,0.3,0.5,0.1,0.3,0.1,0.1,0.6,0.7,
Liam Robbins,25,MIL,C,13,0,4.4,0.2,0.6,.250,0.0,0.2,.000,0.2,0.5,.333,.250,0.4,0.8,.500,0.5,0.4,0.9,0.2,0.2,0.2,0.5,0.7,0.7,
Cui Yongxi,21,BRK,SG,5,0,2.0,0.2,1.4,.143,0.0,0.6,.000,0.2,0.8,.250,.143,0.2,0.4,.500,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.6,
Stanley Umude,25,MIL,SG,20,0,3.3,0.2,1.2,.174,0.1,0.7,.154,0.1,0.5,.200,.217,0.1,0.2,.500,0.2,0.6,0.8,0.2,0.2,0.2,0.1,0.3,0.6,
Tristen Newton,23,2TM,SG,8,0,2.0,0.1,1.0,.125,0.0,0.4,.000,0.1,0.6,.200,.125,0.1,0.1,1.000,0.3,0.3,0.5,0.3,0.1,0.0,0.3,0.5,0.4,
Tristen Newton,23,IND,SG,5,0,1.6,0.2,1.2,.167,0.0,0.6,.000,0.2,0.6,.333,.167,0.2,0.2,1.000,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.4,0.6,
Tristen Newton,23,MIN,SG,3,0,2.7,0.0,0.7,.000,0.0,0.0,,0.0,0.7,.000,.000,0.0,0.0,,0.7,0.7,1.3,0.3,0.3,0.0,0.3,0.7,0.0,
Jacob Toppin,24,NYK,SF,16,0,3.1,0.2,0.6,.300,0.0,0.1,.000,0.2,0.5,.375,.300,0.0,0.0,,0.1,0.6,0.7,0.3,0.1,0.0,0.1,0.2,0.4,
Malevy Leons,25,OKC,SF,6,0,3.5,0.0,0.3,.000,0.0,0.2,.000,0.0,0.2,.000,.000,0.3,0.7,.500,0.2,0.3,0.5,0.2,0.0,0.0,0.2,0.7,0.3,
Daishen Nix,22,MIN,PG,3,0,4.3,0.0,0.3,.000,0.0,0.3,.000,0.0,0.0,,.000,0.3,0.7,.500,0.0,1.3,1.3,1.0,0.0,0.0,1.3,0.3,0.3,
Jesse Edwards,24,MIN,C,2,0,2.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,
Daniss Jenkins,23,DET,PG,5,0,2.0,0.0,0.8,.000,0.0,0.8,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.0,
Bobi Klintman,21,DET,SF,6,0,2.8,0.0,0.3,.000,0.0,0.2,.000,0.0,0.2,.000,.000,0.0,0.0,,0.0,0.7,0.7,0.2,0.0,0.2,0.2,0.3,0.0,
Mac McClung,26,ORL,SG,1,0,5.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,
Jalen McDaniels,27,WAS,SF,4,0,1.8,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,
Emanuel Miller,24,CHI,PF,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Justin Minaya,25,POR,SF,8,0,2.5,0.0,0.3,.000,0.0,0.1,.000,0.0,0.1,.000,.000,0.0,0.0,,0.3,0.1,0.4,0.3,0.1,0.0,0.0,0.4,0.0,
Riley Minix,24,SAS,SF,1,0,7.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,
Miles Norris,24,BOS,PF,1,0,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,
Jahlil Okafor,29,IND,C,1,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
Zyon Pullin,23,MEM,SG,3,0,1.0,0.0,0.3,.000,0.0,0.0,,0.0,0.3,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Cole Swider,25,DET,SF,2,0,6.5,0.0,2.5,.000,0.0,2.5,.000,0.0,0.0,,.000,0.0,0.0,,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.5,0.0,
Jahmir Young,24,CHI,PG,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
League Average,,,,,,,,,.466,,,.359,,,.544,.541,,,.781,,,,,,,,,,
