Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional
456,Moses Brown,25,2TM,C,13,2,119,22.5,.706,.000,.224,11.2,29.0,20.2,2.9,2.4,2.9,17.0,23.5,0.2,0.2,0.4,.145,-0.3,0.3,0.1,0.1,,brownmo01
456,Moses Brown,25,IND,C,9,0,46,16.1,.653,.000,.250,9.9,21.8,15.9,0.0,2.1,2.0,21.3,26.5,0.0,0.1,0.0,.016,-3.9,-1.6,-5.5,0.0,,brownmo01
456,Moses Brown,25,DAL,C,4,2,73,26.4,.743,.000,.207,12.0,33.6,23.0,4.7,2.7,3.5,13.6,21.5,0.2,0.1,0.3,.227,2.0,1.5,3.6,0.1,,brownmo01
457,Alex Reese,25,2TM,PF,9,0,116,14.5,.629,.714,.179,5.7,19.6,12.3,2.4,3.0,6.9,11.7,12.9,0.1,0.2,0.3,.108,-1.6,0.5,-1.2,0.0,,reeseal01
457,Alex Reese,25,OKC,PF,1,0,2,53.9,1.000,.000,.000,54.4,0.0,26.7,0.0,0.0,0.0,0.0,21.2,0.0,0.0,0.0,.589,23.2,-3.7,19.5,0.0,,reeseal01
457,Alex Reese,25,PHI,PF,8,0,114,13.8,.616,.741,.185,4.8,19.9,12.0,2.5,3.0,7.0,12.0,12.8,0.1,0.2,0.2,.100,-2.0,0.5,-1.5,0.0,,reeseal01
458,Damion Lee,32,PHO,SG,18,0,109,10.6,.488,.500,.315,2.1,11.7,7.1,12.2,1.8,0.0,11.5,28.2,-0.1,0.0,-0.1,-0.043,-3.8,-2.0,-5.8,-0.1,,leeda03
459,Maxwell Lewis,22,2TM,SF,16,0,109,11.0,.596,.419,.065,4.1,14.3,8.9,8.3,1.8,0.9,11.1,14.4,0.1,0.1,0.2,.068,-1.9,-0.1,-2.0,0.0,,lewisma05
459,Maxwell Lewis,22,LAL,SF,7,0,29,2.2,.333,.000,.000,8.0,0.0,3.9,8.8,1.7,0.0,25.0,12.1,-0.1,0.0,0.0,-0.078,-6.6,-2.9,-9.5,-0.1,,lewisma05
459,Maxwell Lewis,22,BRK,SF,9,0,80,14.2,.657,.520,.080,2.7,19.5,10.7,8.1,1.9,1.3,7.2,15.3,0.1,0.1,0.2,.121,-0.2,0.9,0.7,0.1,,lewisma05
460,Joe Ingles,37,MIN,SF,18,0,108,4.1,.375,.650,.000,2.1,9.1,5.6,26.0,0.9,0.0,28.6,11.2,-0.1,0.1,0.0,-0.004,-5.5,0.2,-5.3,-0.1,,inglejo01
461,Adam Flagler,25,OKC,SG,27,0,105,-0.5,.293,.810,.000,3.1,7.0,5.1,0.0,2.3,1.9,1.7,23.8,-0.5,0.2,-0.3,-0.146,-11.0,-3.4,-14.4,-0.3,,flaglad01
462,TyTy Washington Jr.,23,PHO,PG,13,0,103,7.4,.380,.513,.103,4.5,8.3,6.5,19.8,1.4,0.0,6.9,18.8,-0.1,0.0,-0.1,-0.040,-4.7,-2.1,-6.7,-0.1,,washity02
463,Patrick Baldwin Jr.,22,WAS,SF,22,0,101,14.5,.676,.636,.121,5.1,17.6,11.3,3.0,1.4,1.8,12.6,16.4,0.1,0.1,0.1,.071,1.3,-1.6,-0.3,0.0,,baldwpa01
464,Oscar Tshiebwe,25,UTA,C,7,0,100,21.5,.690,.000,.522,17.5,38.5,28.1,4.4,2.9,0.0,6.6,12.6,0.3,0.1,0.5,.232,0.2,-0.8,-0.6,0.0,,tshieos01
465,Pacome Dadiet,19,NYK,SG,15,0,98,6.5,.443,.643,.107,0.0,16.1,8.2,6.3,1.5,1.9,6.4,13.9,-0.1,0.1,0.0,.014,-4.8,-0.9,-5.7,-0.1,,dadiepa01
466,Lamar Stevens,27,MEM,PF,9,0,97,11.1,.528,.469,.281,3.3,27.9,15.8,6.4,1.9,2.8,14.3,17.3,0.0,0.2,0.1,.072,-3.7,0.2,-3.4,0.0,,stevela01
467,Markieff Morris,35,2TM,PF,12,0,97,3.7,.349,.553,.085,2.4,14.4,8.5,16.8,0.5,0.9,5.8,23.2,-0.3,0.1,-0.2,-0.096,-6.8,-3.2,-10.0,-0.2,,morrima02
467,Markieff Morris,35,DAL,PF,7,0,41,0.0,.273,.591,.000,0.0,20.8,10.6,13.0,1.2,2.1,8.3,25.1,-0.2,0.0,-0.2,-0.222,-10.3,-2.9,-13.2,-0.1,,morrima02
467,Markieff Morris,35,LAL,PF,5,0,56,6.5,.411,.520,.160,4.1,9.7,7.0,19.7,0.0,0.0,3.6,21.8,0.0,0.0,0.0,-0.003,-4.3,-3.3,-7.6,-0.1,,morrima02
468,Bronny James,20,LAL,SG,20,0,94,5.7,.385,.579,.289,3.7,8.1,6.0,11.4,2.6,2.0,12.3,22.8,-0.3,0.1,-0.2,-0.078,-7.3,-1.4,-8.7,-0.2,,jamesbr02
469,Jae Crowder,34,SAC,PF,7,2,92,6.7,.509,.706,.353,7.2,13.4,10.3,5.3,1.6,0.0,16.9,11.0,0.0,0.1,0.1,.037,-4.0,-0.4,-4.4,-0.1,,crowdja01
470,Oshae Brissett,26,PHI,SF,3,1,91,11.9,.644,.462,.308,7.2,6.6,6.9,5.0,1.6,3.3,21.3,18.1,0.0,0.0,0.0,.014,-1.2,-2.2,-3.4,0.0,,brissos01
471,Jalen Hood-Schifino,21,2TM,SG,5,0,88,14.2,.632,.586,.207,2.6,10.9,6.5,10.3,1.1,2.2,5.9,16.7,0.2,0.0,0.2,.118,-0.3,-1.1,-1.3,0.0,,hoodsja01
471,Jalen Hood-Schifino,21,LAL,SG,2,0,14,11.5,1.064,.000,2.000,8.3,0.0,4.0,9.2,0.0,6.7,34.7,9.0,0.0,0.0,0.0,.160,-3.8,1.5,-2.3,0.0,,hoodsja01
471,Jalen Hood-Schifino,21,PHI,SG,3,0,74,14.7,.605,.607,.143,1.5,12.9,7.0,10.5,1.3,1.3,3.3,18.2,0.1,0.0,0.2,.110,0.4,-1.6,-1.2,0.0,,hoodsja01
472,Jeenathan Williams,25,HOU,SG,14,0,86,8.2,.490,.447,.105,1.2,7.6,4.3,8.5,2.8,4.2,18.5,23.3,-0.2,0.1,0.0,-0.019,-5.8,1.1,-4.8,-0.1,,willije02
473,Trey Alexander,21,DEN,SG,20,0,85,1.7,.342,.385,.154,0.0,11.1,5.8,10.9,0.6,1.0,9.8,15.3,-0.2,0.0,-0.1,-0.078,-8.2,-2.0,-10.2,-0.2,,alexatr01
474,Tyler Smith,20,MIL,PF,18,0,85,13.4,.568,.541,.108,5.3,19.5,12.7,7.1,1.1,3.3,13.4,22.9,0.0,0.1,0.1,.042,-0.7,-0.4,-1.1,0.0,,smithty02
475,Isaiah Jackson,23,IND,C,5,1,84,18.3,.600,.000,.609,14.9,22.6,18.8,8.1,1.7,8.6,14.6,17.6,0.1,0.1,0.3,.148,-1.0,1.7,0.6,0.1,,jacksis01
476,Markelle Fultz,26,SAC,PG,11,0,81,4.5,.413,.129,.032,2.7,6.9,4.8,15.0,3.0,1.2,24.1,21.9,-0.3,0.1,-0.2,-0.131,-8.7,-1.4,-10.1,-0.2,,fultzma01
477,Marcus Garrett,26,CHO,SG,4,0,79,8.8,.487,.296,.148,1.3,6.9,4.0,25.0,1.9,2.5,17.3,18.6,-0.1,0.1,0.0,.003,-5.4,-2.3,-7.7,-0.1,,garrema01
478,Alex Ducas,24,OKC,SG,17,0,76,7.6,.523,.727,.000,7.2,13.8,10.5,3.2,1.3,0.0,12.0,14.0,0.0,0.1,0.1,.068,-3.2,-1.1,-4.3,0.0,,ducasal01
479,Taylor Hendricks,21,UTA,PF,3,3,75,7.2,.354,.667,.222,7.3,14.2,10.8,3.4,3.2,5.0,9.2,12.1,-0.1,0.1,0.0,.000,-4.6,1.4,-3.3,0.0,,hendrta01
480,Chris Duarte,27,CHI,SG,17,0,74,16.5,.610,.577,.308,7.1,21.0,14.1,16.8,0.0,0.0,3.3,17.2,0.2,0.0,0.3,.168,2.1,-1.1,1.0,0.1,,duartch01
481,Chris Livingston,21,MIL,SF,16,1,73,7.8,.395,.333,.444,10.7,22.7,17.0,3.5,3.3,0.0,18.9,15.8,-0.1,0.1,0.0,-0.009,-6.1,-0.1,-6.2,-0.1,,livinch01
482,Pete Nance,24,2TM,PF,8,0,70,5.2,.472,.800,.133,3.1,13.6,8.2,5.7,0.7,0.0,0.0,9.9,0.0,0.0,0.0,.030,-4.4,-2.0,-6.4,-0.1,,nancepe01
482,Pete Nance,24,PHI,C,7,0,68,5.3,.472,.800,.133,3.2,14.1,8.4,5.9,0.7,0.0,0.0,10.2,0.0,0.0,0.0,.030,-4.4,-2.0,-6.3,-0.1,,nancepe01
482,Pete Nance,24,MIL,PF,1,0,2,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,.008,-5.2,-3.3,-8.5,0.0,,nancepe01
483,Matt Ryan,27,NYK,SF,19,0,68,6.2,.439,.613,.065,0.0,13.2,6.7,5.9,1.5,0.0,8.6,22.2,-0.1,0.1,-0.1,-0.057,-5.1,-2.5,-7.5,-0.1,,ryanma01
484,Armel Traoré,22,LAL,SF,9,0,67,3.5,.317,.368,.368,3.5,21.2,12.6,2.0,2.9,2.8,12.0,16.4,-0.2,0.1,-0.1,-0.088,-9.5,-0.4,-9.9,-0.1,,armeltr01
485,Vlatko Čančar,27,DEN,PF,8,0,67,6.2,.583,.417,.000,10.3,18.8,14.7,3.5,0.7,1.3,33.3,11.4,-0.1,0.0,0.0,-0.006,-5.7,-1.4,-7.1,-0.1,,cancavl01
486,Kylor Kelley,27,DAL,C,8,1,67,17.1,.767,.000,.462,13.1,20.7,17.0,4.1,0.0,2.6,6.0,10.6,0.2,0.0,0.3,.197,-0.5,-1.8,-2.3,0.0,,kelleky01
487,Stanley Umude,25,MIL,SG,20,0,65,2.5,.242,.565,.174,6.9,17.6,12.4,5.7,2.2,4.3,7.5,17.9,-0.3,0.1,-0.2,-0.118,-8.6,-1.1,-9.7,-0.1,,umudest01
488,Yuki Kawamura,23,MEM,PG,20,0,63,9.0,.487,.727,.273,0.0,11.6,5.9,27.4,0.7,0.0,14.0,18.2,0.0,0.0,0.1,.057,-3.8,-0.9,-4.7,0.0,,kawamyu01
489,Sidy Cissoko,20,2TM,SF,20,0,60,9.7,.533,.389,.333,7.1,12.5,9.8,14.2,0.8,0.0,12.7,16.8,0.0,0.0,0.0,.020,-2.5,-1.4,-3.9,0.0,,cissosi01
489,Sidy Cissoko,20,SAS,SF,17,0,54,11.2,.533,.389,.333,6.0,13.8,9.9,15.8,0.9,0.0,8.8,17.9,0.0,0.0,0.0,.041,-1.6,-1.1,-2.7,0.0,,cissosi01
489,Sidy Cissoko,20,POR,SF,3,0,6,-4.5,,,,17.8,0.0,9.1,0.0,0.0,0.0,100.0,7.0,0.0,0.0,0.0,-0.163,-10.1,-4.0,-14.1,0.0,,cissosi01
490,Spencer Jones,23,DEN,SF,15,0,59,5.8,.367,.533,.000,5.9,8.9,7.4,3.9,4.1,3.0,11.8,12.2,-0.1,0.1,0.0,-0.001,-7.4,1.7,-5.7,-0.1,,jonessp01
491,Dariq Whitehead,20,BRK,SF,10,0,59,16.1,.689,.852,.111,1.9,10.2,5.8,3.0,2.5,1.7,17.5,25.5,0.0,0.1,0.0,.018,4.6,-0.4,4.2,0.1,,whiteda01
492,Jazian Gortman,21,DAL,PG,16,0,57,6.5,.485,.478,.174,1.9,7.5,4.7,14.7,1.7,1.5,16.8,22.4,-0.1,0.0,-0.1,-0.054,-5.4,-0.9,-6.3,-0.1,,gortmja01
493,Liam Robbins,25,MIL,C,13,0,57,2.6,.363,.250,1.250,13.7,9.1,11.3,4.2,1.7,3.3,32.6,14.1,-0.1,0.1,-0.1,-0.063,-9.3,-1.3,-10.7,-0.1,,robbili01
494,Keshad Johnson,23,MIA,SF,10,0,57,11.2,.546,.333,.500,3.9,28.7,16.4,7.6,0.9,6.8,17.0,13.8,0.0,0.1,0.1,.050,-4.2,0.8,-3.4,0.0,,johnske10
495,Luke Travers,23,CLE,SG,9,0,55,3.5,.337,.364,.182,10.2,13.4,11.9,10.4,0.9,1.6,29.6,13.0,-0.1,0.1,0.0,-0.043,-6.8,-1.9,-8.7,-0.1,,travelu01
496,Kevin Knox,25,GSW,SF,7,0,51,19.3,.543,.458,.167,12.2,10.7,11.5,12.4,1.0,7.4,3.7,22.0,0.1,0.1,0.2,.161,0.8,-0.1,0.8,0.0,,knoxke01
497,JT Thor,22,2TM,PF,10,0,50,19.2,.720,.444,.444,12.9,10.5,11.7,2.8,1.9,5.4,21.8,23.3,0.1,0.1,0.1,.141,-0.4,-0.1,-0.5,0.0,,thorjt01
497,JT Thor,22,CLE,PF,9,0,42,19.1,.756,.400,.533,8.0,7.5,7.8,3.3,2.3,6.4,24.5,24.8,0.1,0.1,0.1,.135,-1.1,1.2,0.1,0.0,,thorjt01
497,JT Thor,22,WAS,PF,1,0,8,19.7,.500,.667,.000,38.9,26.1,32.5,0.0,0.0,0.0,0.0,15.7,0.0,0.0,0.0,.177,2.9,-6.7,-3.9,0.0,,thorjt01
498,PJ Hall,22,DEN,C,16,0,49,11.3,.507,.333,.267,9.4,27.8,19.0,7.6,0.0,3.6,10.7,16.2,0.0,0.0,0.1,.071,-4.7,-1.5,-6.1,-0.1,,hallpj01
499,Jacob Toppin,24,NYK,SF,16,0,49,4.5,.300,.200,.000,4.7,20.7,12.8,9.7,2.0,0.0,16.7,10.6,-0.1,0.1,0.0,-0.024,-6.3,0.2,-6.1,-0.1,,toppija01
500,Jaylen Martin,21,2TM,SF,7,0,46,10.5,.475,.300,.000,6.8,18.2,12.4,10.0,2.1,0.0,13.0,21.0,-0.1,0.0,0.0,-0.039,-2.6,-1.3,-3.9,0.0,,martija02
500,Jaylen Martin,21,BRK,SF,3,0,5,12.9,.750,.500,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,0.0,0.0,0.0,.115,4.1,-0.8,3.3,0.0,,martija02
500,Jaylen Martin,21,WAS,SF,4,0,41,10.2,.444,.278,.000,7.6,20.4,14.0,11.2,2.3,0.0,14.3,21.4,-0.1,0.0,0.0,-0.058,-3.4,-1.4,-4.8,0.0,,martija02
501,Malachi Flynn,26,CHO,PG,4,0,44,12.4,.512,.308,.462,7.1,10.0,8.5,23.3,3.3,0.0,20.4,18.9,0.0,0.0,0.0,.047,-4.3,1.5,-2.8,0.0,,flynnma01
502,Mason Jones,26,SAC,SG,9,0,43,20.6,.569,.444,.278,5.2,15.6,10.4,34.2,0.0,2.3,4.7,21.1,0.2,0.0,0.2,.193,3.5,-1.0,2.6,0.0,,jonesma05
503,Jackson Rowe,28,GSW,PF,5,0,43,10.2,.477,.600,.267,0.0,20.4,9.9,9.8,3.4,0.0,5.6,17.4,0.0,0.1,0.1,.064,-4.6,0.9,-3.7,0.0,,roweja01
504,Cam Christie,19,LAC,SG,8,0,41,9.4,.409,.667,.133,2.8,16.3,9.6,16.7,3.6,0.0,11.2,18.9,-0.1,0.1,0.0,.015,-4.1,3.0,-1.1,0.0,,chrisca02
505,JD Davison,22,BOS,PG,9,0,39,3.6,.536,.667,.556,0.0,8.4,4.2,9.9,2.6,0.0,34.9,19.3,-0.1,0.0,-0.1,-0.088,-7.4,-0.5,-7.9,-0.1,,davisjd01
506,James Johnson,37,IND,PF,12,0,37,0.0,.350,.273,.091,0.0,18.1,9.1,13.6,0.0,4.9,25.9,18.1,-0.2,0.0,-0.1,-0.168,-9.6,-0.4,-10.0,-0.1,,johnsja01
507,Isaiah Crawford,23,SAC,SF,11,0,37,11.6,.604,.444,.444,3.0,21.2,12.1,0.0,1.3,2.6,8.5,13.6,0.0,0.0,0.1,.073,-2.6,-0.9,-3.4,0.0,,crawfis01
508,PJ Dozier,28,MIN,SG,9,0,35,9.5,.621,1.000,2.000,3.2,12.5,7.9,18.3,1.4,0.0,15.1,8.2,0.0,0.0,0.1,.106,-2.0,2.6,0.6,0.0,,doziepj01
509,Chuma Okeke,26,PHI,PF,3,0,35,12.8,.583,.667,.000,12.5,13.6,13.1,7.8,2.8,0.0,14.3,8.8,0.0,0.0,0.1,.102,0.5,-1.7,-1.2,0.0,,okekech01
510,E.J. Liddell,24,CHI,PF,7,0,33,12.3,.689,.800,.200,3.2,12.5,7.9,12.4,1.4,2.6,15.5,16.3,0.1,0.0,0.1,.118,-1.9,-0.1,-2.1,0.0,,liddeej01
511,D.J. Carton,24,TOR,SG,4,0,33,-2.6,.202,.429,.143,0.0,13.3,6.6,11.0,2.9,0.0,35.0,14.6,-0.2,0.0,-0.1,-0.206,-10.3,-0.8,-11.0,-0.1,,cartodj01
512,Daeqwon Plowden,26,ATL,SG,2,0,33,24.5,1.103,.800,.200,9.6,6.8,8.2,0.0,0.0,0.0,8.4,14.7,0.2,0.0,0.2,.224,7.4,1.2,8.6,0.1,,plowdda01
513,Ulrich Chomche,19,TOR,PF,7,0,32,5.3,.425,.000,.400,13.3,13.7,13.5,7.9,0.0,3.0,25.4,10.3,0.0,0.0,0.0,-0.004,-6.0,-1.4,-7.4,0.0,,chomcul01
514,Tony Bradley,27,IND,C,6,0,31,29.6,.758,.000,.182,25.6,21.6,23.6,15.8,1.6,8.8,20.2,20.8,0.1,0.0,0.1,.230,4.8,2.3,7.1,0.1,,bradlto01
515,Bryce McGowens,22,POR,SG,11,0,28,4.5,.444,.333,.500,3.8,4.0,3.9,5.1,1.7,0.0,17.0,26.3,-0.1,0.0,-0.1,-0.118,-8.2,-3.1,-11.3,-0.1,,mcgowbr01
516,Josh Christopher,23,MIA,SG,8,0,28,-0.8,.342,.143,.571,0.0,11.7,5.9,19.3,0.0,3.4,31.3,20.3,-0.1,0.0,-0.1,-0.211,-11.1,-4.2,-15.3,-0.1,,chrisjo01
517,Jack McVeigh,28,HOU,PF,7,0,28,11.6,.538,.769,.000,3.7,11.6,7.6,5.1,0.0,3.2,7.1,20.5,0.0,0.0,0.0,.082,0.8,-1.8,-1.0,0.0,,mcveija01
518,Matisse Thybulle,27,POR,SG,2,0,28,26.9,.500,.556,.000,3.8,19.8,11.7,15.4,12.2,6.5,0.0,13.4,0.0,0.1,0.2,.263,1.3,14.6,15.8,0.1,,thybuma01
519,Leonard Miller,21,MIN,SF,10,0,27,20.9,.514,.357,.571,12.4,32.3,22.5,0.0,3.6,3.4,10.2,31.3,0.0,0.1,0.1,.135,-4.1,-0.3,-4.4,0.0,,millele01
520,Emoni Bates,21,CLE,SF,7,0,27,-2.7,.214,.786,.000,0.0,0.0,0.0,17.4,1.8,0.0,0.0,22.0,-0.1,0.0,-0.1,-0.175,-9.7,-3.8,-13.5,-0.1,,batesem01
521,Jalen Bridges,23,PHO,SF,5,0,25,-5.5,.410,1.000,.500,0.0,12.8,6.7,0.0,0.0,0.0,45.0,15.7,-0.1,0.0,-0.1,-0.263,-10.7,-5.0,-15.6,-0.1,,bridgja01
522,RayJ Dennis,23,IND,PG,8,0,23,6.3,.322,.700,.200,9.9,19.4,14.7,26.7,6.3,0.0,26.9,28.0,-0.1,0.0,-0.1,-0.158,-9.7,1.9,-7.7,0.0,,dennira01
523,Malevy Leons,25,OKC,SF,6,0,21,-2.3,.266,.500,2.000,5.2,10.0,7.6,5.2,0.0,0.0,21.0,9.6,0.0,0.0,0.0,-0.052,-10.4,-2.0,-12.4,-0.1,,leonsma01
524,Adama Sanogo,22,CHI,C,4,0,21,15.2,.571,.000,.000,25.1,4.9,14.9,6.9,0.0,0.0,12.5,15.9,0.0,0.0,0.0,.102,0.6,-3.5,-2.9,0.0,,sanogad01
525,Justin Minaya,25,POR,SF,8,0,20,3.8,.000,.500,.000,10.7,5.5,8.2,11.9,2.4,0.0,0.0,4.2,0.0,0.0,0.0,.021,-6.8,0.3,-6.6,0.0,,minayju01
526,Taze Moore,26,POR,SG,2,0,20,7.1,.276,.400,.200,21.4,22.1,21.8,6.8,4.9,0.0,15.5,26.9,-0.1,0.0,-0.1,-0.155,-3.8,-0.5,-4.3,0.0,,mooreta02
527,N'Faly Dante,23,HOU,C,1,0,19,25.5,.683,.000,.500,21.8,28.5,25.1,7.9,0.0,9.4,12.0,18.0,0.1,0.0,0.1,.279,1.5,0.5,2.0,0.0,,nfalyda01
528,David Duke Jr.,25,SAS,SG,4,0,18,2.1,.317,.143,.286,0.0,17.8,8.9,21.9,0.0,0.0,11.3,21.0,-0.1,0.0,-0.1,-0.150,-7.5,-3.8,-11.4,0.0,,dukeda01
529,Bobi Klintman,21,DET,SF,6,0,17,-2.1,.000,.500,.000,0.0,25.7,13.0,6.7,0.0,5.7,33.3,7.4,-0.1,0.0,0.0,-0.104,-10.2,-0.2,-10.4,0.0,,klintbo01
530,Lester Quiñones,24,PHI,SG,4,0,17,8.4,.533,.375,.125,19.4,7.0,13.5,10.0,0.0,0.0,32.2,32.0,-0.1,0.0,-0.1,-0.203,-3.6,-6.9,-10.5,0.0,,quinole01
531,Harrison Ingram,22,SAS,SF,3,0,17,7.7,.333,.333,.000,6.3,25.1,15.7,7.2,2.8,0.0,0.0,7.5,0.0,0.0,0.0,.054,-5.2,-0.5,-5.7,0.0,,ingraha01
532,Yuri Collins,23,GSW,PG,2,0,16,13.9,.333,.000,.000,13.0,6.8,10.0,31.7,6.1,0.0,0.0,7.9,0.0,0.0,0.1,.212,-6.2,6.5,0.3,0.0,,colliyu01
533,Trentyn Flowers,19,LAC,SF,2,0,16,7.9,.477,.222,.111,7.1,20.9,14.1,0.0,0.0,0.0,9.6,28.3,0.0,0.0,0.0,-0.047,-5.3,-0.3,-5.6,0.0,,flowetr01
534,Tristen Newton,23,2TM,SG,8,0,16,-6.1,.178,.375,.125,14.0,13.6,13.8,15.5,3.1,0.0,19.2,28.2,-0.1,0.0,-0.1,-0.334,-16.7,-4.1,-20.8,-0.1,,newtotr01
534,Tristen Newton,23,IND,SG,5,0,8,-15.3,.233,.500,.167,0.0,0.0,0.0,16.1,0.0,0.0,13.4,40.3,-0.1,0.0,-0.1,-0.559,-22.0,-11.0,-33.0,-0.1,,newtotr01
534,Tristen Newton,23,MIN,SG,3,0,8,3.1,.000,.000,.000,27.9,27.2,27.6,14.9,6.2,0.0,33.3,16.2,0.0,0.0,0.0,-0.109,-11.4,2.7,-8.7,0.0,,newtotr01
535,Nae'Qwan Tomlin,24,CLE,PF,3,0,14,15.4,.536,.250,.375,8.0,37.7,23.3,0.0,0.0,0.0,9.7,31.3,0.0,0.0,0.0,.047,-7.0,-3.4,-10.4,0.0,,tomlina01
536,Daishen Nix,22,MIN,PG,3,0,13,-7.0,.266,1.000,2.000,0.0,33.5,17.0,27.5,0.0,0.0,68.0,19.6,-0.1,0.0,-0.1,-0.327,-15.0,-1.3,-16.3,0.0,,nixda01
537,Cole Swider,25,DET,SF,2,0,13,-11.0,.000,1.000,.000,0.0,16.8,8.5,8.7,0.0,0.0,0.0,16.2,-0.1,0.0,-0.1,-0.312,-14.7,-5.8,-20.4,-0.1,,swideco01
538,Skal Labissière,28,SAC,PF,4,0,12,15.8,.625,.250,.000,9.3,18.7,13.9,11.5,0.0,0.0,0.0,14.3,0.0,0.0,0.0,.166,3.3,-1.4,1.9,0.0,,labissk01
539,Cui Yongxi,21,BRK,SG,5,0,10,-10.7,.190,.429,.286,0.0,24.0,11.5,0.0,0.0,0.0,0.0,34.5,-0.1,0.0,-0.1,-0.468,-16.8,-8.3,-25.0,-0.1,,cuiyo01
540,Daniss Jenkins,23,DET,PG,5,0,10,-22.3,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,20.0,21.1,-0.1,0.0,-0.1,-0.518,-25.2,-9.3,-34.5,-0.1,,jenkida01
541,Keion Brooks Jr.,24,NOP,SF,2,0,10,15.2,.532,.500,2.000,10.4,22.3,16.1,13.4,0.0,0.0,0.0,15.8,0.0,0.0,0.0,.124,0.7,-1.7,-1.1,0.0,,brookke02
542,Quincy Olivari,23,LAL,PG,2,0,10,-5.2,.300,1.000,.000,0.0,0.0,0.0,13.3,0.0,0.0,16.7,26.3,-0.1,0.0,-0.1,-0.297,-10.1,-8.5,-18.7,0.0,,olivaqu01
543,Jalen McDaniels,27,WAS,SF,4,0,7,10.9,,,,0.0,0.0,0.0,17.4,6.8,0.0,,0.0,0.0,0.0,0.0,.115,-0.6,5.9,5.4,0.0,,mcdanja01
544,Anton Watson,24,NYK,SF,2,0,7,-4.2,.250,.000,.000,0.0,0.0,0.0,37.7,0.0,0.0,20.0,31.0,-0.1,0.0,-0.1,-0.356,-11.8,-6.5,-18.4,0.0,,watsoan02
545,Riley Minix,24,SAS,SF,1,0,7,-1.7,.000,1.000,.000,0.0,30.5,15.3,0.0,0.0,0.0,0.0,6.1,0.0,0.0,0.0,-0.115,-8.5,-3.5,-12.0,0.0,,minixri01
546,Jesse Edwards,24,MIN,C,2,0,5,-0.1,,,,0.0,0.0,0.0,23.8,0.0,0.0,,0.0,0.0,0.0,0.0,.109,-8.6,4.7,-3.9,0.0,,edwarje01
547,Jamaree Bouyea,25,MIL,PG,1,0,5,20.2,1.000,.000,.000,0.0,0.0,0.0,30.0,9.6,0.0,50.0,17.4,0.0,0.0,0.0,.118,0.1,9.8,10.0,0.0,,bouyeja01
548,Mac McClung,26,ORL,SG,1,0,5,14.6,,,,0.0,24.5,11.5,51.0,0.0,0.0,,0.0,0.0,0.0,0.0,.209,1.8,4.0,5.8,0.0,,mccluma01
549,James Wiseman,23,IND,C,1,0,5,31.4,.615,.250,.500,0.0,22.3,11.3,0.0,0.0,0.0,0.0,42.2,0.0,0.0,0.0,.235,6.0,-4.7,1.4,0.0,,wisemja01
550,Miles Norris,24,BOS,PF,1,0,4,6.3,,,,0.0,54.5,27.2,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,.098,-5.0,-0.7,-5.7,0.0,,norrimi01
551,Alondes Williams,25,DET,SG,1,0,4,53.6,1.250,.500,.000,0.0,0.0,0.0,65.3,0.0,0.0,0.0,21.1,0.0,0.0,0.0,.568,37.8,6.2,44.0,0.0,,willial06
552,Zyon Pullin,23,MEM,SG,3,0,3,-11.6,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.3,0.0,0.0,0.0,-0.297,-14.9,-7.8,-22.7,0.0,,pullizy01
553,Jahlil Okafor,29,IND,C,1,0,3,13.8,,,,0.0,37.2,18.8,37.0,0.0,0.0,,0.0,0.0,0.0,0.0,.192,2.6,4.9,7.5,0.0,,okafoja01
554,Emanuel Miller,24,CHI,PF,1,0,2,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-0.007,-7.4,-3.8,-11.2,0.0,,milleem01
555,Jahmir Young,24,CHI,PG,1,0,2,20.1,,,,0.0,51.7,26.1,56.5,0.0,0.0,,0.0,0.0,0.0,0.0,.281,-2.2,3.1,1.0,0.0,,youngja05
,League Average,,,,,,,,.575,.421,.244,5.0,15.0,10.0,16.3,1.7,1.9,12.1,19.9,,,,,,,,,,-9999
