Rk,Player,Age,Team,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,Awards,-9999
411,Isaiah Wong,24,CHO,SG,20,0,265,23,58,19,0,0,-1.7,7.1,10,5,12,1,17,3,68,2,13,,wongis01
412,Anthony Gill,32,WAS,PF,43,0,255,0,0,2,92,6,-6.0,6.0,4,2,15,1,14,2,27,3,4,,gillan01
413,Tristan Thompson,33,CLE,C,35,0,252,0,0,0,0,100,-11.0,-23.6,2,4,9,3,10,0,56,2,6,,thomptr01
414,Isaac Jones,24,SAC,PF,30,0,252,0,0,1,60,39,-12.7,-14.9,4,6,16,1,18,1,25,6,11,,jonesis01
415,Josh Minott,22,MIN,SF,39,0,246,0,6,60,34,0,-6.4,-11.6,6,2,14,1,4,0,37,1,6,,minotjo01
416,Kevin Love,36,MIA,PF,22,9,246,0,0,0,48,52,-2.7,-1.2,12,1,15,0,8,4,49,1,6,,loveke01
417,Colin Castleton,24,2TM,C,17,3,243,0,0,4,54,42,-1.3,1.9,6,4,19,2,11,0,35,2,9,,castlco01
417,Colin Castleton,24,MEM,C,10,0,46,0,0,21,45,33,8.4,2.6,0,0,5,1,4,0,0,1,2,,castlco01
417,Colin Castleton,24,TOR,C,7,3,197,0,0,0,56,44,-3.5,1.7,6,4,14,1,7,0,35,1,7,,castlco01
418,Johnny Davis,22,WAS,SG,34,0,242,6,67,27,0,0,-5.0,7.0,3,2,10,0,6,2,27,0,3,,davisjo06
419,Kai Jones,24,2TM,C,29,0,242,0,0,0,9,91,-4.5,-7.4,6,3,16,1,9,0,24,2,1,,joneska01
419,Kai Jones,24,LAC,C,28,0,208,0,0,0,10,90,-3.2,-6.6,5,3,15,1,7,0,24,2,1,,joneska01
419,Kai Jones,24,DAL,C,1,0,34,0,0,0,0,100,-12.4,-12.1,1,0,1,0,2,0,0,0,0,,joneska01
420,Tristan Vukcevic,21,WAS,C,22,0,235,0,0,0,3,97,-5.4,6.6,9,7,19,2,16,5,49,5,2,,vukcetr01
421,Devin Carter,22,SAC,PG,24,0,231,91,9,0,0,0,-2.4,-3.7,9,1,12,1,14,6,72,0,4,,cartede02
422,Bones Hyland,24,2TM,PG,21,0,229,97,3,0,0,0,-9.5,-13.3,16,7,17,1,10,0,69,1,5,,hylanbo01
422,Bones Hyland,24,LAC,PG,20,0,222,100,0,0,0,0,-8.8,-12.6,16,7,16,1,10,0,66,1,5,,hylanbo01
422,Bones Hyland,24,MIN,PG,1,0,7,0,100,0,0,0,-29.1,-33.5,0,0,1,0,0,0,3,0,0,,hylanbo01
423,Jevon Carter,29,CHI,PG,30,0,228,92,8,0,0,0,-0.1,3.0,4,5,5,0,5,0,71,2,4,,carteje01
424,Kobe Brown,25,LAC,PF,32,0,227,0,0,1,56,43,-12.0,-16.0,4,2,12,1,4,1,44,3,2,,brownko01
425,Jaden Springer,22,2TM,SG,33,0,224,18,62,20,0,0,1.3,-1.1,4,4,7,2,13,1,51,1,3,,sprinja01
425,Jaden Springer,22,BOS,SG,26,0,141,24,52,24,0,0,6.9,-1.4,1,1,6,2,9,0,22,1,3,,sprinja01
425,Jaden Springer,22,UTA,PG,7,0,83,10,78,12,0,0,-8.2,-0.7,3,3,1,0,4,1,29,0,0,,sprinja01
426,Dominick Barlow,21,ATL,SF,23,3,223,0,0,6,83,11,-7.8,-6.1,1,1,16,1,7,2,22,3,6,,barlodo01
427,Ariel Hukporti,22,NYK,C,25,1,217,0,0,0,8,92,-13.4,-19.3,12,5,24,4,6,0,27,1,2,,hukpoar01
428,Jordan McLaughlin,28,2TM,PG,36,0,217,100,0,0,0,0,9.0,8.5,7,5,8,0,5,5,85,1,4,,mclaujo01
428,Jordan McLaughlin,28,SAC,PG,28,0,190,100,0,0,0,0,0.4,-0.7,6,5,8,0,4,5,61,0,4,,mclaujo01
428,Jordan McLaughlin,28,SAS,PG,8,0,27,100,0,0,0,0,69.6,73.0,1,0,0,0,1,0,24,1,0,,mclaujo01
429,Pat Spencer,28,GSW,PG,32,0,215,77,23,0,0,0,-1.9,-5.0,11,3,9,1,8,2,89,1,10,,spencpa01
430,Marvin Bagley III,25,2TM,PF,24,1,212,0,0,0,14,86,-3.5,4.4,6,4,10,0,14,1,17,3,3,,baglema01
430,Marvin Bagley III,25,WAS,C,19,1,166,0,0,0,16,84,-7.4,4.4,6,4,9,0,12,1,17,3,3,,baglema01
430,Marvin Bagley III,25,MEM,PF,5,0,46,0,0,0,7,93,10.5,4.7,0,0,1,0,2,0,0,0,0,,baglema01
431,Xavier Tillman Sr.,26,BOS,C,29,1,207,0,0,1,71,28,-1.2,-10.1,2,7,12,1,1,0,20,0,4,,tillmxa01
432,Dario Šarić,30,DEN,C,15,4,203,0,0,0,4,96,-10.0,-15.4,9,3,10,1,5,1,54,0,8,,saricda01
433,Luka Garza,26,MIN,C,33,0,202,0,0,0,28,73,0.3,-4.3,2,2,18,4,15,4,25,3,8,,garzalu01
434,Torrey Craig,34,2TM,SF,18,2,199,0,13,24,61,3,-7.5,-9.7,1,1,14,0,5,1,20,0,2,,craigto01
434,Torrey Craig,34,CHI,SF,9,1,113,0,0,14,83,3,-8.1,-5.4,0,0,9,0,2,1,11,0,2,,craigto01
434,Torrey Craig,34,BOS,SF,9,1,86,0,29,37,32,2,-6.7,-15.3,1,1,5,0,3,0,9,0,0,,craigto01
435,Lonnie Walker IV,26,PHI,SG,10,1,192,23,69,9,0,0,-19.1,-14.9,8,1,6,0,5,0,49,1,4,,walkelo01
436,Cam Spencer,24,MEM,SG,16,0,187,50,45,6,0,0,1.4,-4.7,3,0,5,1,5,1,57,2,1,,spencca01
437,Garrett Temple,38,TOR,SG,23,0,174,26,52,22,0,0,-3.2,2.0,3,5,14,0,4,2,62,0,3,,templga01
438,Jaylen Nowell,25,NOP,SG,8,0,168,95,6,0,0,0,-12.9,-4.1,6,1,7,0,6,1,41,1,3,,nowelja01
439,Killian Hayes,23,BRK,PG,6,5,162,94,6,0,0,0,-5.1,1.5,7,1,8,0,4,3,75,0,1,,hayeski01
440,Collin Gillespie,25,PHO,PG,20,1,160,91,9,0,0,0,9.7,11.3,2,2,11,1,5,1,67,1,5,,gilleco01
441,Baylor Scheierman,24,BOS,SG,19,0,159,2,48,48,1,0,0.2,-8.5,1,1,5,0,2,3,35,0,1,,scheiba01
442,Jared Rhoden,25,2TM,SG,10,2,159,3,39,54,4,0,9.3,15.3,6,1,6,0,8,0,19,0,6,,rhodeja01
442,Jared Rhoden,25,CHO,SG,4,0,12,0,0,100,0,0,32.0,40.4,0,1,0,0,0,0,5,0,0,,rhodeja01
442,Jared Rhoden,25,TOR,SG,6,2,147,4,42,50,4,0,7.5,13.2,6,0,6,0,8,0,14,0,6,,rhodeja01
443,Colby Jones,22,2TM,SG,26,0,157,3,51,46,0,0,-1.4,-0.2,5,1,7,0,0,1,25,0,3,,jonesco02
443,Colby Jones,22,SAC,SG,24,0,130,4,48,48,0,0,4.5,3.6,4,1,6,0,0,1,19,0,3,,jonesco02
443,Colby Jones,22,WAS,SG,2,0,27,0,63,37,0,0,-29.7,-18.3,1,0,1,0,0,0,6,0,0,,jonesco02
444,Tyler Kolek,23,NYK,PG,31,0,155,100,0,0,0,0,-4.6,-9.7,7,2,8,0,2,0,57,0,2,,kolekty01
445,Josh Richardson,31,MIA,SG,8,0,150,42,47,11,0,0,-10.5,-9.3,4,1,7,3,2,1,30,0,3,,richajo01
446,AJ Johnson,20,2TM,SG,14,1,150,40,51,9,0,0,2.7,10.6,6,4,5,1,5,0,70,2,3,,johnsaj01
446,AJ Johnson,20,MIL,SG,7,0,44,41,54,6,0,0,10.8,9.2,2,2,0,0,1,0,21,0,3,,johnsaj01
446,AJ Johnson,20,WAS,SG,7,1,106,40,50,11,0,0,-0.7,11.2,4,2,5,1,4,0,49,2,0,,johnsaj01
447,Drew Peterson,25,BOS,PF,18,1,149,0,0,40,57,3,20.2,12.5,3,2,7,0,3,1,31,0,2,,peterdr01
448,Bruno Fernando,26,TOR,C,17,2,147,0,0,0,0,100,-7.1,-2.1,6,1,12,3,4,0,40,0,7,,fernabr01
449,MarJon Beauchamp,24,3TM,SF,30,0,144,0,5,46,49,0,1.6,-0.3,7,4,7,1,8,1,23,0,5,,beaucma01
449,MarJon Beauchamp,24,MIL,SF,26,0,122,0,6,44,51,0,3.6,1.9,5,4,6,1,6,1,17,0,5,,beaucma01
449,MarJon Beauchamp,24,LAC,SF,3,0,17,0,0,74,26,0,2.3,-0.7,1,0,1,0,2,0,6,0,0,,beaucma01
449,MarJon Beauchamp,24,NYK,SF,1,0,5,0,0,0,100,0,-50.0,-54.7,1,0,0,0,0,0,0,0,0,,beaucma01
450,Enrique Freeman,24,IND,PF,20,1,139,0,3,52,44,0,-18.8,-20.9,4,0,12,1,4,1,20,1,3,,freemen01
451,Elijah Harkless,24,UTA,SG,10,0,138,3,46,51,0,0,9.9,18.2,1,0,8,1,3,4,22,0,0,,harklej01
452,Mitchell Robinson,26,NYK,C,8,1,129,0,0,0,15,86,15.7,11.6,3,1,8,1,2,0,11,1,0,,robinmi01
453,Kobe Bufkin,21,ATL,SG,10,0,124,83,17,0,0,0,-9.5,-7.7,4,2,5,0,9,1,37,2,6,,bufkiko01
454,Branden Carlson,25,OKC,C,20,0,121,0,0,0,0,100,8.3,-4.6,1,2,10,0,2,0,18,0,2,,carlsbr01
455,De'Anthony Melton,26,GSW,SG,6,2,121,52,38,10,0,0,14.4,12.0,2,3,6,1,1,1,38,0,1,,meltode01
456,Moses Brown,25,2TM,C,13,2,119,0,0,0,0,100,-3.2,-3.5,5,0,16,1,7,0,5,3,3,,brownmo01
456,Moses Brown,25,IND,C,9,0,46,0,0,0,0,100,-7.4,-8.8,3,0,5,1,3,0,0,1,0,,brownmo01
456,Moses Brown,25,DAL,C,4,2,73,0,0,0,0,100,-0.5,-0.1,2,0,11,0,4,0,5,2,3,,brownmo01
457,Alex Reese,25,2TM,PF,9,0,116,0,0,0,71,29,26.2,32.1,3,0,8,1,2,2,5,1,0,,reeseal01
457,Alex Reese,25,OKC,PF,1,0,2,0,0,0,0,100,100.0,87.3,0,0,0,0,0,0,0,0,0,,reeseal01
457,Alex Reese,25,PHI,PF,8,0,114,0,0,0,72,28,24.9,31.1,3,0,8,1,2,2,5,1,0,,reeseal01
458,Damion Lee,32,PHO,SG,18,0,109,0,54,40,6,0,6.1,7.4,4,3,2,1,5,0,20,1,3,,leeda03
459,Maxwell Lewis,22,2TM,SF,16,0,109,0,36,56,8,0,1.3,5.8,1,3,4,0,1,0,16,0,2,,lewisma05
459,Maxwell Lewis,22,LAL,SF,7,0,29,0,29,61,11,0,-46.0,-48.7,0,2,1,0,0,0,5,0,0,,lewisma05
459,Maxwell Lewis,22,BRK,SF,9,0,80,0,38,54,7,0,18.4,25.6,1,1,3,0,1,0,11,0,2,,lewisma05
460,Joe Ingles,37,MIN,SF,18,0,108,0,27,69,4,0,-5.9,-10.5,5,1,4,1,0,0,51,0,1,,inglejo01
461,Adam Flagler,25,OKC,SG,27,0,105,86,14,0,0,0,-7.0,-20.4,0,0,8,1,0,0,0,0,1,,flaglad01
462,TyTy Washington Jr.,23,PHO,PG,13,0,103,31,64,5,0,0,-6.1,-5.2,2,0,3,0,2,0,34,0,0,,washity02
463,Patrick Baldwin Jr.,22,WAS,SF,22,0,101,0,0,61,39,0,11.4,23.6,2,3,4,0,1,0,4,0,2,,baldwpa01
464,Oscar Tshiebwe,25,UTA,C,7,0,100,0,0,0,63,37,9.5,17.6,0,0,8,1,7,1,8,2,2,,tshieos01
465,Pacome Dadiet,19,NYK,SG,15,0,98,0,23,54,23,0,-6.8,-11.8,2,0,2,0,2,1,11,1,1,,dadiepa01
466,Lamar Stevens,27,MEM,PF,9,0,97,0,6,32,61,1,27.6,22.4,4,1,2,0,4,1,13,1,5,,stevela01
467,Markieff Morris,35,2TM,PF,12,0,97,0,0,0,61,39,-6.5,-7.7,1,2,6,0,2,0,28,0,1,,morrima02
467,Markieff Morris,35,DAL,PF,7,0,41,0,0,0,59,41,-11.1,-10.8,1,1,2,0,0,0,10,0,0,,morrima02
467,Markieff Morris,35,LAL,PF,5,0,56,0,0,0,63,37,-3.1,-5.5,0,1,4,0,2,0,18,0,1,,morrima02
468,Bronny James,20,LAL,SG,20,0,94,69,31,0,0,0,-4.1,-6.5,4,2,4,0,6,0,17,1,2,,jamesbr02
469,Jae Crowder,34,SAC,PF,7,2,92,0,0,75,25,0,-6.3,-7.6,4,0,8,0,2,0,9,0,1,,crowdja01
470,Oshae Brissett,26,PHI,SF,3,1,91,0,0,37,30,33,-3.0,2.2,3,5,3,0,4,2,8,2,1,,brissos01
471,Jalen Hood-Schifino,21,2TM,SG,5,0,88,0,56,44,0,0,-1.8,2.2,0,1,6,1,1,1,14,0,0,,hoodsja01
471,Jalen Hood-Schifino,21,LAL,SG,2,0,14,0,90,10,0,0,23.2,21.1,0,1,2,0,0,0,2,0,0,,hoodsja01
471,Jalen Hood-Schifino,21,PHI,SG,3,0,74,0,50,51,0,0,-6.5,-1.4,0,0,4,1,1,1,12,0,0,,hoodsja01
472,Jeenathan Williams,25,HOU,SG,14,0,86,2,81,17,0,0,-3.8,-8.3,5,2,6,1,1,0,13,0,0,,willije02
473,Trey Alexander,21,DEN,SG,20,0,85,65,34,1,0,0,-6.7,-11.5,0,1,5,1,1,0,21,0,0,,alexatr01
474,Tyler Smith,20,MIL,PF,18,0,85,0,0,0,31,69,7.8,6.2,2,2,4,1,2,2,9,0,1,,smithty02
475,Isaiah Jackson,23,IND,C,5,1,84,0,0,0,0,100,6.2,5.2,2,0,8,3,6,0,12,0,2,,jacksis01
476,Markelle Fultz,26,SAC,PG,11,0,81,79,21,0,0,0,6.3,5.4,8,1,2,1,1,0,24,1,2,,fultzma01
477,Marcus Garrett,26,CHO,SG,4,0,79,0,60,40,0,0,-23.7,-15.8,3,0,6,0,0,0,30,0,3,,garrema01
478,Alex Ducas,24,OKC,SG,17,0,76,4,64,27,5,0,-14.7,-28.1,1,0,5,1,0,0,5,0,1,,ducasal01
479,Taylor Hendricks,21,UTA,PF,3,3,75,0,0,72,28,0,-13.1,-5.7,2,0,5,0,2,0,4,0,0,,hendrta01
480,Chris Duarte,27,CHI,SG,17,0,74,13,83,5,0,0,5.5,8.5,0,1,3,0,4,1,19,2,1,,duartch01
481,Chris Livingston,21,MIL,SF,16,1,73,0,0,8,61,31,-10.6,-12.6,1,3,1,1,5,0,4,2,4,,livinch01
482,Pete Nance,24,2TM,PF,8,0,70,0,0,0,3,97,-8.7,-3.9,0,0,4,0,0,0,8,0,1,,nancepe01
482,Pete Nance,24,PHI,C,7,0,68,0,0,0,0,100,-8.4,-3.4,0,0,4,0,0,0,8,0,1,,nancepe01
482,Pete Nance,24,MIL,PF,1,0,2,0,0,0,100,0,-20.0,-21.7,0,0,0,0,0,0,0,0,0,,nancepe01
483,Matt Ryan,27,NYK,SF,19,0,68,0,15,57,28,0,-26.9,-32.2,2,1,1,0,0,1,7,0,2,,ryanma01
484,Armel Traoré,22,LAL,SF,9,0,67,0,0,51,49,0,-36.8,-39.8,0,2,0,1,2,0,3,1,1,,armeltr01
485,Vlatko Čančar,27,DEN,PF,8,0,67,0,0,2,50,48,-0.4,-4.9,3,1,2,1,0,1,6,0,1,,cancavl01
486,Kylor Kelley,27,DAL,C,8,1,67,0,0,0,8,92,-27.6,-27.8,1,0,6,0,2,0,5,0,0,,kelleky01
487,Stanley Umude,25,MIL,SG,20,0,65,0,39,56,5,0,-8.2,-10.2,2,0,3,0,2,0,6,0,1,,umudest01
488,Yuki Kawamura,23,MEM,PG,20,0,63,100,0,0,0,0,6.3,0.5,3,1,2,0,1,1,32,0,0,,kawamyu01
489,Sidy Cissoko,20,2TM,SF,20,0,60,0,0,88,12,0,-0.9,2.1,2,1,4,0,2,0,15,0,2,,cissosi01
489,Sidy Cissoko,20,SAS,SF,17,0,54,0,0,93,7,0,4.5,7.4,2,0,4,0,2,0,15,0,2,,cissosi01
489,Sidy Cissoko,20,POR,SF,3,0,6,0,0,43,57,0,-49.5,-45.6,0,1,0,0,0,0,0,0,0,,cissosi01
490,Spencer Jones,23,DEN,SF,15,0,59,0,19,81,0,0,-15.6,-20.4,1,0,6,0,0,0,6,0,0,,jonessp01
491,Dariq Whitehead,20,BRK,SF,10,0,59,0,9,61,24,7,-4.5,2.0,2,3,1,0,2,0,2,1,1,,whiteda01
492,Jazian Gortman,21,DAL,PG,16,0,57,77,23,0,0,0,10.1,10.7,1,3,4,0,0,0,14,0,1,,gortmja01
493,Liam Robbins,25,MIL,C,13,0,57,0,0,0,0,100,-2.7,-4.5,3,1,5,2,5,0,6,0,3,,robbili01
494,Keshad Johnson,23,MIA,SF,10,0,57,0,0,32,64,4,1.8,3.5,1,2,4,0,2,0,6,0,1,,johnske10
495,Luke Travers,23,CLE,SG,9,0,55,0,1,72,27,0,0.8,-10.2,3,2,1,0,1,0,11,0,3,,travelu01
496,Kevin Knox,25,GSW,SF,7,0,51,0,6,85,9,0,-7.7,-10.7,0,1,4,0,2,0,11,0,0,,knoxke01
497,JT Thor,22,2TM,PF,10,0,50,0,0,0,94,6,-23.9,-31.6,3,2,2,1,4,0,3,0,0,,thorjt01
497,JT Thor,22,CLE,PF,9,0,42,0,0,0,92,8,-33.7,-45.1,3,2,2,1,4,0,3,0,0,,thorjt01
497,JT Thor,22,WAS,PF,1,0,8,0,0,0,100,0,27.9,39.5,0,0,0,0,0,0,0,0,0,,thorjt01
498,PJ Hall,22,DEN,C,16,0,49,0,0,0,0,100,-14.4,-19.2,0,1,3,0,2,0,8,0,2,,hallpj01
499,Jacob Toppin,24,NYK,SF,16,0,49,0,0,33,67,0,-13.9,-18.8,1,0,2,1,0,0,10,0,1,,toppija01
500,Jaylen Martin,21,2TM,SF,7,0,46,0,11,48,42,0,-9.9,1.1,2,1,1,0,0,0,8,0,0,,martija02
500,Jaylen Martin,21,BRK,SF,3,0,5,0,0,34,66,0,-7.1,-0.5,0,0,1,0,0,0,0,0,0,,martija02
500,Jaylen Martin,21,WAS,SF,4,0,41,0,12,50,39,0,-10.3,1.3,2,1,0,0,0,0,8,0,0,,martija02
501,Malachi Flynn,26,CHO,PG,4,0,44,100,0,0,0,0,3.8,12.3,2,2,3,0,3,0,16,1,0,,flynnma01
502,Mason Jones,26,SAC,SG,9,0,43,7,57,37,0,0,-1.5,-2.6,1,0,1,0,3,0,24,1,0,,jonesma05
503,Jackson Rowe,28,GSW,PF,5,0,43,0,0,37,64,0,11.6,8.9,0,1,1,0,2,0,8,0,0,,roweja01
504,Cam Christie,19,LAC,SG,8,0,41,12,87,1,0,0,12.5,9.7,1,0,1,0,1,0,12,0,1,,chrisca02
505,JD Davison,22,BOS,PG,9,0,39,100,0,0,0,0,-50.0,-59.0,2,4,1,0,2,0,6,0,0,,davisjd01
506,James Johnson,37,IND,PF,12,0,37,0,0,52,49,0,-11.3,-12.7,1,2,4,0,1,0,8,1,0,,johnsja01
507,Isaiah Crawford,23,SAC,SF,11,0,37,0,0,68,32,0,16.4,15.6,1,0,0,0,0,0,0,0,0,,crawfis01
508,PJ Dozier,28,MIN,SG,9,0,35,0,100,0,0,0,-2.4,-6.9,1,0,1,0,2,0,10,0,0,,doziepj01
509,Chuma Okeke,26,PHI,PF,3,0,35,0,0,3,62,35,-6.6,-1.5,0,1,1,0,0,0,5,0,0,,okekech01
510,E.J. Liddell,24,CHI,PF,7,0,33,0,0,0,0,100,8.5,11.5,0,1,2,1,1,0,9,0,0,,liddeej01
511,D.J. Carton,24,TOR,SG,4,0,33,33,67,0,0,0,16.0,21.4,1,3,1,0,1,0,7,1,2,,cartodj01
512,Daeqwon Plowden,26,ATL,SG,2,0,33,0,0,60,40,0,12.0,14.3,1,0,2,0,1,0,0,0,0,,plowdda01
513,Ulrich Chomche,19,TOR,PF,7,0,32,0,0,0,5,96,-42.5,-37.7,1,1,5,0,0,0,5,0,0,,chomcul01
514,Tony Bradley,27,IND,C,6,0,31,0,0,0,0,100,1.3,0.1,0,2,1,1,0,0,7,0,1,,bradlto01
515,Bryce McGowens,22,POR,SG,11,0,28,72,16,12,0,0,-5.2,-1.3,3,0,1,0,3,0,2,1,1,,mcgowbr01
516,Josh Christopher,23,MIA,SG,8,0,28,73,27,0,0,0,-7.9,-6.3,4,0,0,0,1,0,9,0,1,,chrisjo01
517,Jack McVeigh,28,HOU,PF,7,0,28,0,0,35,58,6,8.1,3.8,0,1,1,0,0,0,3,0,0,,mcveija01
518,Matisse Thybulle,27,POR,SG,2,0,28,0,33,67,0,0,38.4,42.7,0,0,0,0,0,0,8,0,0,,thybuma01
519,Leonard Miller,21,MIN,SF,10,0,27,0,0,17,59,24,-23.2,-27.8,1,0,2,0,3,0,0,0,1,,millele01
520,Emoni Bates,21,CLE,SF,7,0,27,0,0,47,53,0,-29.6,-40.8,0,0,1,0,0,0,9,0,0,,batesem01
521,Jalen Bridges,23,PHO,SF,5,0,25,0,0,77,23,0,-6.3,-5.2,0,4,0,0,1,0,0,0,0,,bridgja01
522,RayJ Dennis,23,IND,PG,8,0,23,100,0,0,0,0,-4.4,-5.6,3,0,1,0,1,0,12,0,0,,dennira01
523,Malevy Leons,25,OKC,SF,6,0,21,0,0,0,100,0,-42.3,-55.4,0,1,3,0,2,0,2,0,1,,leonsma01
524,Adama Sanogo,22,CHI,C,4,0,21,0,0,0,0,100,-13.9,-11.1,0,1,1,0,0,0,2,0,1,,sanogad01
525,Justin Minaya,25,POR,SF,8,0,20,0,15,70,15,0,-42.5,-38.8,0,0,3,0,0,0,5,0,0,,minayju01
526,Taze Moore,26,POR,SG,2,0,20,85,15,0,0,0,-17.3,-13.4,1,0,0,0,1,0,3,0,1,,mooreta02
527,N'Faly Dante,23,HOU,C,1,0,19,0,0,0,0,100,7.6,3.2,0,0,3,1,2,0,3,1,0,,nfalyda01
528,David Duke Jr.,25,SAS,SG,4,0,18,38,8,21,32,0,20.4,23.3,1,0,0,0,1,0,7,0,0,,dukeda01
529,Bobi Klintman,21,DET,SF,6,0,17,0,0,0,100,0,9.3,6.9,0,1,2,0,0,0,2,0,0,,klintbo01
530,Lester Quiñones,24,PHI,SG,4,0,17,14,57,29,0,0,-10.0,-4.9,2,1,0,0,1,0,2,1,0,,quinole01
531,Harrison Ingram,22,SAS,SF,3,0,17,0,39,0,61,0,44.4,47.5,0,0,1,0,0,0,3,0,0,,ingraha01
532,Yuri Collins,23,GSW,PG,2,0,16,100,0,0,0,0,-8.3,-11.2,0,0,3,0,0,0,9,0,0,,colliyu01
533,Trentyn Flowers,19,LAC,SF,2,0,16,0,9,91,0,0,35.9,33.1,0,1,1,0,1,0,0,1,0,,flowetr01
534,Tristen Newton,23,2TM,SG,8,0,16,10,90,0,0,0,-16.1,-18.9,1,0,1,0,0,0,5,0,1,,newtotr01
534,Tristen Newton,23,IND,SG,5,0,8,5,95,0,0,0,-19.7,-21.0,1,0,1,0,0,0,3,0,0,,newtotr01
534,Tristen Newton,23,MIN,SG,3,0,8,16,84,0,0,0,-12.5,-16.9,0,0,0,0,0,0,2,0,1,,newtotr01
535,Nae'Qwan Tomlin,24,CLE,PF,3,0,14,0,0,0,100,0,-3.6,-14.5,0,0,2,0,2,0,0,1,1,,tomlina01
536,Daishen Nix,22,MIN,PG,3,0,13,100,0,0,0,0,28.2,24.0,1,2,1,0,1,0,7,0,0,,nixda01
537,Cole Swider,25,DET,SF,2,0,13,0,0,0,74,26,37.0,34.7,0,0,1,0,0,0,3,0,0,,swideco01
538,Skal Labissière,28,SAC,PF,4,0,12,0,0,0,0,100,-10.0,-11.0,0,0,1,0,0,0,3,0,0,,labissk01
539,Cui Yongxi,21,BRK,SG,5,0,10,0,38,62,0,0,-3.0,3.6,0,0,0,0,1,0,0,0,1,,cuiyo01
540,Daniss Jenkins,23,DET,PG,5,0,10,100,0,0,0,0,-73.9,-76.5,1,0,1,0,0,0,0,0,0,,jenkida01
541,Keion Brooks Jr.,24,NOP,SF,2,0,10,0,0,90,10,0,-45.5,-36.6,0,0,1,0,1,0,2,0,0,,brookke02
542,Quincy Olivari,23,LAL,PG,2,0,10,26,74,0,0,0,-85.7,-88.2,1,0,0,0,0,0,2,0,0,,olivaqu01
543,Jalen McDaniels,27,WAS,SF,4,0,7,0,0,60,33,7,15.1,26.7,0,0,0,0,0,0,3,0,0,,mcdanja01
544,Anton Watson,24,NYK,SF,2,0,7,0,0,0,0,100,-46.7,-51.4,1,0,0,0,0,0,5,0,1,,watsoan02
545,Riley Minix,24,SAS,SF,1,0,7,0,0,0,100,0,6.7,9.5,0,0,0,0,0,0,0,0,0,,minixri01
546,Jesse Edwards,24,MIN,C,2,0,5,0,0,0,0,100,-100.0,-104.5,0,0,1,0,0,0,2,0,0,,edwarje01
547,Jamaree Bouyea,25,MIL,PG,1,0,5,100,0,0,0,0,-9.1,-10.8,0,0,0,0,0,0,3,0,0,,bouyeja01
548,Mac McClung,26,ORL,SG,1,0,5,0,100,0,0,0,100.0,102.1,0,0,0,0,0,0,6,0,0,,mccluma01
549,James Wiseman,23,IND,C,1,0,5,0,0,0,0,100,-23.5,-24.7,0,0,0,0,1,0,0,0,0,,wisemja01
550,Miles Norris,24,BOS,PF,1,0,4,0,0,0,100,0,-39.3,-47.6,0,0,0,0,0,0,0,0,0,,norrimi01
551,Alondes Williams,25,DET,SG,1,0,4,0,100,0,0,0,71.4,69.0,0,0,0,0,0,0,3,0,0,,willial06
552,Zyon Pullin,23,MEM,SG,3,0,3,0,100,0,0,0,0.0,-5.9,0,0,0,0,0,0,0,0,0,,pullizy01
553,Jahlil Okafor,29,IND,C,1,0,3,0,0,0,0,100,80.4,79.2,0,0,0,0,0,0,2,0,0,,okafoja01
554,Emanuel Miller,24,CHI,PF,1,0,2,0,0,0,100,0,-40.0,-37.1,0,0,0,0,0,0,0,0,0,,milleem01
555,Jahmir Young,24,CHI,PG,1,0,2,100,0,0,0,0,-40.0,-37.1,0,0,0,0,0,0,2,0,0,,youngja05
